,business_id,bet_eli,degree_eli,deg_cen_eli,clo_eli,cluster_eli,eigen_eli,k_core_eli,avg_n_d_eli,open_eli
633,TmEUTzKmN3uFP8NTDHlhWQ,0,214,0.080059858,0.51622248,1,0.006980528,214,861.271028,TRUE
634,pNCi_Ru7Twi-c_4qsxjtyA,0.000188042,832,0.311260756,0.590979438,0.652940734,0.029022418,507,875.7415865,TRUE
635,rl-jipRO8tblyft0vV03nQ,0.00308256,1529,0.572016461,0.699372057,0.367211229,0.041689115,507,689.147809,TRUE
636,lloO1Q5bPDtl2PtSawRJmw,1.34E-06,217,0.081182192,0.516521739,0.980713432,0.007043676,214,857.0599078,TRUE
637,FPfmUDyZASGKs60-dxn1TQ,0.000432389,810,0.303030303,0.587989441,0.619469243,0.027493838,507,853.0506173,TRUE
638,T5dnLW29cS6AHHorpx0Mvg,0,214,0.080059858,0.51622248,1,0.006980528,214,861.271028,FALSE
639,FDWo5X_XoBVCaro22r2sUw,0.000490633,912,0.341189675,0.601620527,0.51464556,0.027878387,421,790.566886,FALSE
640,L1xI-zId4h2mL26C6D0ZeA,0.000309009,831,0.310886644,0.590848806,0.61392139,0.028102456,507,852.0048135,TRUE
641,tD_DOWa2DitPuENvzaO0-Q,0.00010885,404,0.15114104,0.538694075,0.644669926,0.012932615,314,847.4356436,TRUE
642,vunBMXxNEdCSVRnWV8P5eA,0.000133379,533,0.199401422,0.553301594,0.682150968,0.016336865,378,806.0337711,FALSE
643,h8_Y9pHE734FagJtRKTrKA,0.000599834,961,0.359521137,0.60832954,0.536572147,0.030490465,507,802.7013528,TRUE
644,SWRVzB-XA86b6z27h9OD9g,0.000880696,1183,0.442573887,0.64054637,0.470216104,0.035896721,507,767.2857143,TRUE
645,6RVoRilHow-zehz_qVZQCA,0.001401658,1119,0.418630752,0.631467045,0.427582767,0.031678025,421,735.9571046,TRUE
646,bGpd9R-EbNgtOsjGbhx-ig,0.000626665,957,0.358024691,0.607914487,0.480393314,0.028410077,421,768.0574713,TRUE
647,1Mk82Dw32H4J3v1nYBl2bw,2.97E-05,218,0.081556304,0.516821346,0.97522513,0.007067245,214,855.5366972,TRUE
648,#NAME?,5.75E-05,459,0.171717172,0.544066762,0.724700555,0.014117937,337,811.1263617,TRUE
649,MOGlHebIgO9VxHkVSD3mKA,0.001112572,1191,0.445566779,0.642393655,0.463926225,0.035833008,507,758.1133501,TRUE
650,SuXOQHZkx43KRTpf319sNA,0,214,0.080059858,0.51622248,1,0.006980528,214,861.271028,TRUE
651,BZk5ij706Xgx8Yr_3EwEcQ,0.002857804,1549,0.579498691,0.703051026,0.365449577,0.042014586,507,685.634603,TRUE
652,fEs46MBAHTkcjZ5UErJikA,7.56E-05,490,0.183314628,0.548420189,0.722265348,0.016347598,374,869.3122449,TRUE
653,CI7v3zgHIau9KFthWOS-IA,0.001630503,1170,0.437710438,0.639473684,0.415912497,0.032362768,421,712.4726496,TRUE
654,2rSvtVINABQgJIegCt2V9Q,0.002029797,1449,0.542087542,0.685384615,0.402163428,0.041416591,507,721.4416839,TRUE
655,6RzMa_jixSq3oUfrzGOZvQ,0.000197377,647,0.242050131,0.566553624,0.609734856,0.020590288,403,824.3508501,TRUE
656,8VoH0ASZ4RkM2FUHDjdDLg,0.000419792,766,0.286569398,0.581845886,0.501718459,0.02288144,411,780.5979112,TRUE
657,T5qxp0rdLRYPRduelP2QsQ,0.002713442,1585,0.592966704,0.709583223,0.356843673,0.042470438,507,675.6429022,TRUE
658,e07oS_e_9d1zLleFzUNHAg,0.001184155,1019,0.381219603,0.616608997,0.505069688,0.031825448,507,789.7320903,TRUE
659,ahBNTFw3Bco_WbvIOFNxpg,2.33E-05,257,0.096146652,0.520748101,0.819370136,0.008014518,227,823.5330739,TRUE
660,_-lfVoZxIc-ZJPeEwr1YqQ,0.001935322,1433,0.536101758,0.681887755,0.398594385,0.040319191,507,708.4535939,TRUE
661,#NAME?,0,214,0.080059858,0.51622248,1,0.006980528,214,861.271028,FALSE
662,Oi7zNRROJa17Y1-IE7A4Gw,0.00081799,892,0.333707445,0.599058718,0.509544876,0.02707898,421,782.6636771,TRUE
663,tJWKyEAhkqflbsm4byG0qA,5.45E-05,354,0.132435466,0.531622912,0.699476641,0.010912762,286,818.5536723,TRUE
664,kUNvbIOGhvs6jSBkEZT35Q,0.000105601,529,0.197904976,0.552729529,0.690267514,0.016295044,378,810.1304348,TRUE
665,pCIKGjCO2HQM8fGagQHZiA,0.000323205,891,0.333333333,0.598522167,0.603914299,0.03026715,507,854.1245791,TRUE
666,_EmzBbDf2QdFDixuXAhb9w,0,214,0.080059858,0.51622248,1,0.006980528,214,861.271028,FALSE
667,7wIoWhoRSXMXJNRfRl7N9Q,0.000850778,1130,0.422745978,0.632962349,0.500060356,0.0351727,507,790.4283186,TRUE
668,VUH9DtK5G1zvgpkNpp58gg,0.002175601,1406,0.526000748,0.67756654,0.386234896,0.038797361,507,698.5853485,TRUE
669,aNez8JPcA27pQEjPoHvBCw,0,214,0.080059858,0.51622248,1,0.006980528,214,861.271028,TRUE
670,74q6FHSuoPLjl5OdfoTUoQ,0.000324334,721,0.269734381,0.575457481,0.551941748,0.021667479,402,786.0416089,TRUE
671,wbYlDi4iLSsNA4pTenyS6A,0.000580852,1031,0.385708941,0.618177613,0.530673397,0.032723784,507,802.6828322,TRUE
672,yTs75deYJ18Htn5f0TtYGw,3.45E-05,310,0.11597456,0.527531083,0.748679403,0.009814532,264,836.1,TRUE
673,vQaWT8qHhCJXuRI4NeBUCQ,0.002100694,1419,0.530864198,0.680152672,0.406764533,0.040684344,507,725.1176885,TRUE
674,8jkfKZJDONEieRXgvEcfag,0.000131737,504,0.188552189,0.549773756,0.653830982,0.016407979,373,850.577381,TRUE
675,EpkR4JdE5UuNexHbWXsfig,5.90E-05,634,0.237186682,0.565594583,0.802104046,0.023911386,507,944.5599369,FALSE
676,b2gdduphJB0b9mhdr-bXAQ,5.57E-05,490,0.183314628,0.547409379,0.742339635,0.016221096,370,862.7183673,TRUE
677,C6_ALyHeg-qmHBQxHMIjFw,0,214,0.080059858,0.51622248,1,0.006980528,214,861.271028,FALSE
678,eZMveJQZ4gTgvewOlcUaVg,3.51E-05,368,0.137673027,0.533320032,0.745838763,0.012024598,301,861.3423913,FALSE
679,xs3SYPxPU1MksUOeQ9F32A,7.97E-05,387,0.144781145,0.536746988,0.682130377,0.012280467,297,840.7105943,TRUE
680,iU_UJZYFr1UjOecE57pgoQ,0.000489577,748,0.279835391,0.579952267,0.587147163,0.023754783,411,819.7312834,TRUE
681,zViDq-RbKF6lOtZDdiDRcw,0.000137846,481,0.179947624,0.546514005,0.627425502,0.014987676,353,820.027027,TRUE
682,NkyjMfpdpYBKIarzVqY6yw,0.000491575,710,0.265619155,0.575209813,0.530435646,0.021917844,411,803.9985915,TRUE
683,MRJ3f9ftGH1vlvbVIfVpUw,0.000929815,1189,0.444818556,0.642393655,0.469977317,0.035947988,507,769.3507149,TRUE
684,XyYSroXLSCtQIK0taL9-fw,0.000522477,1084,0.40553685,0.625995316,0.519129928,0.034181914,507,794.3994465,TRUE
685,8nRVcrTjHHxxO7T6mvCiGA,0.000167449,517,0.193415638,0.551134021,0.592895806,0.015138739,348,773.3481625,TRUE
686,#NAME?,5.57E-05,490,0.183314628,0.547409379,0.742339635,0.016221096,370,862.7183673,TRUE
687,J4b3g1g0peQ-uOktMsZjfg,0,214,0.080059858,0.51622248,1,0.006980528,214,861.271028,FALSE
688,wqnRD28Z7umcCrTEBHnaNQ,6.80E-05,213,0.079685746,0.517722255,0.618566746,0.00631684,191,800.4225352,TRUE
689,Eyks6H-tMwXyLH95cmrwkA,0.001229797,969,0.362514029,0.609578107,0.414956631,0.026599526,417,715.877193,TRUE
690,hdoCRGSy8V1wPjwHDS6iEQ,0.000426212,975,0.364758698,0.609995436,0.559113358,0.032209732,507,832.7046154,FALSE
691,Z6QAeL9nUlwKvps_MYf3rg,0.004078448,1634,0.611298167,0.719128329,0.316915275,0.041048518,423,641.4687882,TRUE
692,2X_IKaaeVgm1v9SBNeQxkQ,0.001445979,1264,0.472876917,0.653705062,0.434225824,0.037123565,507,743.1257911,TRUE
693,aIzLOo6dk92DDts8YpyhZA,0.001043561,1196,0.447437336,0.643011787,0.462743315,0.035838059,507,758.0309365,TRUE
694,pSMiXmZDUHo-OLM-ixv3pw,0.000985848,1131,0.42312009,0.632363378,0.47927044,0.03479666,507,775.9893899,TRUE
695,6MujEd4R1taYm__hZ2gLZA,0.001728052,1401,0.524130191,0.676195295,0.406229224,0.03994655,507,717.4097074,TRUE
696,n-9SC4TPU3jX0ocVoIgN_g,0.000132026,355,0.132809577,0.532046178,0.650847458,0.010011551,271,750.8901408,TRUE
697,T2lP9Ayiua9MOQ-h1F_4yA,0.00179018,1372,0.513280958,0.671776828,0.411918691,0.039365785,507,726.4854227,TRUE
698,qaC7fZUzCMx7A9LO-6cA7A,0.00019341,418,0.156378601,0.540436717,0.524973323,0.012111899,304,777.7535885,TRUE
699,Lg9soH3k5jAREqksu5gLtA,0.00024206,508,0.190048634,0.550453048,0.561609902,0.014809119,339,776.4488189,TRUE
700,p1ptoL_A86Zg9mg9xEaPKA,6.58E-05,195,0.07295174,0.512363427,0.597673804,0.004887819,156,673,TRUE
701,Rw6wB8tAG3kK6UH6tahTAQ,4.82E-05,306,0.114478114,0.526803311,0.779920711,0.010386466,270,894.9150327,TRUE
702,Pr3LIe9bCTfhk5_hBKMGog,0.000685835,1010,0.3778526,0.61504832,0.536506099,0.032317764,507,808.0831683,TRUE
703,o5HSrzL5-63gNvBYZYSMyQ,4.14E-07,43,0.016086794,0.495458758,0.96124031,0.001355855,42,874.8139535,TRUE
704,l0TBtmYbNDCYWm9kQkT0Kg,0.000113379,360,0.134680135,0.531728665,0.612735995,0.010794493,285,790.5888889,TRUE
705,8C-nkcmC9WZWVYDQKmJHmg,0.001028504,1072,0.401047512,0.623658423,0.424655434,0.02954714,421,717.5531716,TRUE
706,ZzVC4zn3RfxplxHikDyVFA,1.11E-05,88,0.032921811,0.498880179,0.686259143,0.002178938,78,667.8636364,TRUE
707,Qv2aPHBh9gHSN1FBsyZbWg,1.03E-05,118,0.044145155,0.506345899,0.768796176,0.003529999,107,810.6186441,TRUE
708,AZJGud8N--ScMMCcasROcQ,0.000130499,331,0.123830902,0.530778396,0.579730843,0.010040979,270,811.5196375,TRUE
709,EK76ZFCRdUo6DKMeYv98OQ,0,40,0.014964459,0.491812328,1,0.001198772,40,828.65,TRUE
710,T5pXsUKSwXDd4ApID5QlbQ,1.04E-05,64,0.023943135,0.496471025,0.72172619,0.001934839,57,814.0625,TRUE
711,GDCilF9wt9N9rk3j8A6NZg,6.82E-06,80,0.029928919,0.499439462,0.739873418,0.002481682,75,838.2875,TRUE
712,EFLWK90d4IKBB-WHQoCz-w,0.00069804,839,0.313879536,0.591633466,0.469012149,0.024047767,411,749.090584,TRUE
713,DYm0Z-n67LYqzBgkA7ZQlw,0.002365243,1554,0.581369248,0.703791469,0.375830066,0.04295376,507,696.5772201,TRUE
714,o5ppEIMC1nbf-xpkAqdmNQ,1.03E-05,118,0.044145155,0.506345899,0.768796176,0.003529999,107,810.6186441,TRUE
715,DtbHHFk6sBFIX6b_VM6OcQ,0.00065152,742,0.277590722,0.57907279,0.490191371,0.021394878,402,758.1630728,TRUE
716,b88myMjjsHTzWzI70B2gTA,0.001106421,1128,0.421997755,0.632363378,0.47222432,0.03397841,507,762.427305,TRUE
717,3TawpsD1YuIsHUbI-3XKkg,4.59E-06,48,0.017957351,0.493355482,0.843971631,0.001473329,45,841.1875,TRUE
718,PNDbmEjFJyDIhApyRuApOA,2.30E-05,136,0.050879162,0.507788754,0.640522876,0.003799085,121,757.7426471,TRUE
719,RTKYidJ6nmw0chY3K3zh2g,0.001294426,1151,0.430602319,0.635974304,0.452380916,0.03406347,421,756.7002606,TRUE
720,#NAME?,0.000323822,554,0.207257763,0.556295525,0.622048426,0.017541383,386,827.7888087,TRUE
721,LMeKGO_99wfE0JAZFjtrug,1.49E-09,4,0.001496446,0.414033457,0.833333333,0.000119989,4,772.25,TRUE
722,lB-lsDXxmOy0iCZYXnEBkA,4.13E-05,198,0.074074074,0.514632268,0.722863149,0.007031889,183,946.1262626,FALSE
723,ZhHHFrMlIO_J74TuOyspbQ,8.80E-05,206,0.077066966,0.517521781,0.585555292,0.005894144,177,773.3349515,TRUE
724,5hB2m3zzl_WlGr9bJVCY2g,0,7,0.00261878,0.456454918,1,0.000194393,7,771.7142857,TRUE
725,EKTF9EX1SVhS6hSFe02UoQ,0,4,0.001496446,0.430226944,1,9.99E-05,4,668.75,TRUE
726,attIWW_riwwKP1CRWgdCbg,0.00068594,666,0.249158249,0.569693095,0.543331301,0.020225352,402,792.4009009,TRUE
727,LfAaHqPnF1cLZ6x3X3t3tQ,6.62E-06,24,0.008978676,0.493082457,0.760869565,0.000926008,23,1078.666667,TRUE
728,Ckn2Hytik4p1kUmwUT0m6g,0.000243903,660,0.24691358,0.569086651,0.575440291,0.021004613,411,830.9681818,TRUE
729,66_04nEOBGN6FSpiNt5aSA,0.002371812,1533,0.573512907,0.700288184,0.366762385,0.041685986,507,683.5166341,TRUE
730,2vfPnzoLmSbYypH6nQEEiw,0.000134052,758,0.283576506,0.58083442,0.706259607,0.027474311,507,910.1200528,TRUE
731,YYXSgf884lPO658lkh5QjQ,4.22E-05,450,0.168350168,0.543956044,0.760267261,0.015627081,372,906.0822222,FALSE
732,v4Eu7CQHvwd2sUCLw_feug,0.000118284,654,0.244668911,0.567877629,0.770754598,0.024467118,507,938.5642202,TRUE
733,9JHFLbYBadR-eFY2SomGgg,0.000472226,858,0.320987654,0.59452847,0.517150683,0.025839323,414,781.0606061,TRUE
734,KD1vk9C94vKc8Pr_gF6VHg,0.000589978,1049,0.392442948,0.620617599,0.51822892,0.033217438,507,798.3174452,TRUE
735,iO7Gzv9ELqumvuFChf08uw,0.001070968,1201,0.449307894,0.64363111,0.46531224,0.036444045,507,765.2389675,TRUE
736,t3-oreHfx5CTZRM5jUcT4A,0.002121977,1388,0.519266741,0.67431887,0.387081359,0.038237663,507,699.185879,TRUE
737,jG5rs1PJgHo1ZluqrDS_LQ,0,190,0.071081182,0.51275657,1,0.006620981,190,926.8368421,TRUE
738,hJ5R-lfA3H-V1QuguXwGEA,0.000129259,504,0.188552189,0.549547697,0.651740352,0.016724288,380,864.5753968,TRUE
739,HrE5xI3c0B1Sln98GLCkXA,0.000898657,1157,0.432846988,0.636731777,0.484106073,0.035795189,507,784.286949,TRUE
740,6sHqQk1K3CSwfqMy4ZLtUw,0.000108099,414,0.154882155,0.538260169,0.598799874,0.012375326,312,795.6521739,TRUE
741,urNsbcBOQ9Fz-wHyLSTMeg,0.000873995,1170,0.437710438,0.638404586,0.474367017,0.035576349,507,766.742735,TRUE
742,z7zJSAJtpmfHsWYlH-O7-g,7.69E-05,373,0.139543584,0.534172662,0.657585978,0.012173586,304,860.7292225,TRUE
743,rkk2gLhqB3P5lwaGeBiDqQ,0.001498334,1302,0.487093154,0.659837077,0.428521839,0.038142878,507,738.0376344,TRUE
744,bZXapW46Ee8Ui6U0YJuAjQ,0.000134411,298,0.111485223,0.526803311,0.650080221,0.009125534,245,813.7483221,TRUE
745,SzrOPlW4u7iZKu65JrDp7g,0.000299221,756,0.282828283,0.580582103,0.577027927,0.023777674,411,813.8518519,TRUE
746,Dg6NoAEUutXQaKJumpBDgA,0.000478828,691,0.258511036,0.572744804,0.538773884,0.019976152,393,758.5079595,TRUE
747,7gpHmcUwRdxeerBzkfJzWg,4.91E-05,482,0.180321736,0.546849427,0.753927244,0.016429608,372,891.2717842,TRUE
748,yQ2KpCC42nVjdddGyGgOuw,0,190,0.071081182,0.51275657,1,0.006620981,190,926.8368421,TRUE
749,q1YnhoPSArNkTZzSpSUrCw,0.000281267,883,0.330340441,0.597451945,0.613236159,0.029944221,507,855.7497169,TRUE
750,OvS1mJROcz94TiGP_j3cFw,0.001658121,1306,0.4885896,0.660489251,0.387909618,0.035399513,421,693.3759571,TRUE
751,Q5XL0WU3xnr4JkaNXhHUNQ,0.000226429,658,0.246165357,0.568239796,0.589212271,0.021045965,407,831.2857143,TRUE
752,2AprIOXe5TGPBuTLzxCodQ,0.001589214,1197,0.447811448,0.642239308,0.421267774,0.033920333,421,723.112782,TRUE
753,GbYXYeNV9Q7q_AGOwRueRA,0.000297681,928,0.347175458,0.60352224,0.594936856,0.031342707,507,848.5560345,TRUE
754,Wmjkfk_sd8ia6rE-hc5DEg,4.54E-05,472,0.176580621,0.545732952,0.764556119,0.016081348,370,890.3411017,TRUE
755,KSaSzOVyWSo4Ma0UkBd56A,0,190,0.071081182,0.51275657,1,0.006620981,190,926.8368421,FALSE
756,NHke_s0BtTvv_IKGMeBklw,0.000394361,765,0.286195286,0.582479843,0.557068063,0.023545898,411,801.979085,TRUE
757,S7GPadMJzbkM0l2_O_GIPQ,0.000125787,564,0.210998878,0.556875,0.634266783,0.018341106,402,850.179078,TRUE
758,QOpL8Ni1wZTeQKxkrlfDXg,0.000326435,763,0.285447063,0.582099303,0.55402249,0.023615443,411,804.5779817,TRUE
759,snlM9-iv-hIGNwC7jrJYEA,0.000747478,905,0.338570894,0.600404313,0.469994622,0.026123357,415,750.0375691,TRUE
760,EOGjCFh8_6rJY2h92LR2rg,0.002707518,1632,0.610549944,0.718741597,0.357225508,0.043960167,507,677.9319853,TRUE
761,1bzAJS6Q01QPTQueO6Lb_w,0.000228207,707,0.26449682,0.574591574,0.61910238,0.022536163,418,831.8274399,FALSE
762,bmsABmCLIEDYxF8B7PCy6A,0.00094454,978,0.365881033,0.610134672,0.451413178,0.028145776,421,751.2126789,TRUE
763,2EKfKOBIuLiCjnXv3fltrQ,0.000726152,1124,0.420501309,0.631914894,0.4951436,0.034712522,507,780.4581851,TRUE
764,IQgYEAssY8LN1OzDDVeD2Q,0.000223677,598,0.223718668,0.560612416,0.575844664,0.017741702,379,776.2575251,TRUE
765,95RAoc1wnt2rs28Wfs6_1Q,0.002031138,1380,0.51627385,0.672960725,0.399302162,0.03871008,507,708.0123188,TRUE
766,9862JpPpbMcRjGztDWYZyg,8.26E-05,371,0.138795361,0.533746006,0.684330152,0.012148241,303,856.9487871,FALSE
767,YqcuQo15ZOofCMtabalkTw,0.002378236,1340,0.50130939,0.666749813,0.381060716,0.036528837,421,701.5761194,TRUE
768,wMjybwj5PvsD0Q4F-0bhbg,0.000843929,837,0.313131313,0.591371681,0.487297994,0.024561479,421,769.3608124,TRUE
769,PVtn1wSsFthe9u76H2tEqA,2.82E-05,301,0.112607557,0.525767113,0.746998893,0.009865808,257,869.9933555,TRUE
770,t2YlrVM54REvC2eEKG0VaA,0,190,0.071081182,0.51275657,1,0.006620981,190,926.8368421,TRUE
771,2N_CsFJdBNqSQY5uSsHbvA,0.000868516,1188,0.444444444,0.641930836,0.478362678,0.036120537,507,766.0883838,TRUE
772,q5_bVMRJnhOAIkHwfZ3QVA,0.000529922,1062,0.397306397,0.622641509,0.536029152,0.034494924,507,816.0357815,TRUE
773,M4pAFUEy20Ra_NZKxT4BbQ,0,190,0.071081182,0.51275657,1,0.006620981,190,926.8368421,TRUE
774,1v4wxd2mhDf4nrxf7DRDgg,4.39E-05,256,0.09577254,0.520241339,0.743780637,0.008233197,226,848.4726563,TRUE
775,ljpiBFSGgOobhrLVmSbQeA,0.001011174,1189,0.444818556,0.641930836,0.466593323,0.035893407,507,760.784693,TRUE
776,b8qNlpTeKDe2bE-cd1xH6g,0.00430172,1699,0.635615413,0.732128184,0.338109925,0.044589211,507,660.7486757,FALSE
777,IYDtkLpxrbrQOG7LnMMW3A,0.000600855,896,0.335203891,0.599327354,0.490901836,0.026806762,421,780.4575893,TRUE
778,t714WoGjdRWPvzMMN-a1XA,0.001251337,1200,0.448933782,0.64363111,0.436416458,0.034913148,421,746.7941667,TRUE
779,1JHDCJpVrFLMcyxze3vNFg,0.000155332,686,0.256640479,0.572254335,0.638828712,0.022826806,411,861.351312,FALSE
780,bqPXsuVziCGKUPUHUkGyYQ,0.00036293,805,0.301159746,0.587472527,0.559951794,0.025109161,421,812.6956522,TRUE
781,f9vH4Xm_Kco27qT13HkZ3g,0.002204282,1421,0.531612421,0.679979649,0.404388895,0.040487224,507,717.0541872,TRUE
782,BrqUj6jIMhqFjC9nYTDYVg,0.000233991,621,0.232323232,0.563329821,0.567134175,0.019560344,399,825.9468599,TRUE
783,cBCi1bNWhcHMY4Bo8SbzAQ,0.000178632,487,0.182192293,0.54797048,0.729240077,0.016526471,377,887.7063655,TRUE
784,OZ_MU3HPO6WHLBXan4bZ2A,0.000295436,626,0.23419379,0.564400338,0.523680511,0.018696708,392,785.2971246,TRUE
785,QJKgasW7rzfMVAy6T7V-OQ,0,190,0.071081182,0.51275657,1,0.006620981,190,926.8368421,TRUE
786,dM_DidtAb2sprY4k7xbqaQ,0,190,0.071081182,0.51275657,1,0.006620981,190,926.8368421,TRUE
787,zlRSMNA9YhQwil9_s06EJw,0.000805964,1077,0.40291807,0.625116932,0.45788073,0.031255864,421,746.1968431,FALSE
788,VXl8mfkT906XfsMw3-Ct9Q,0.000185491,567,0.212121212,0.557107128,0.621584061,0.018175669,388,834.7760141,TRUE
789,yxvh7Hi4OwTiNqEjCMBvXQ,0.002541677,1491,0.557800224,0.692846034,0.386729324,0.041716129,507,708.8497653,TRUE
790,Qjl6aqudDq7LJYEC8uCkdw,0.000419445,1001,0.374485597,0.614059269,0.569448551,0.033319328,507,836.4315684,FALSE
791,QtRb1x7ZaloKcbk09-ZJrg,5.99E-05,345,0.129068462,0.5315172,0.716514998,0.011894073,297,913.4985507,TRUE
792,nJ31LKGa6y3Z8vgZr5-DMw,0.00012624,507,0.189674523,0.55,0.59530993,0.016489814,374,853.7514793,TRUE
793,X6iYLA7Hq7v9_A0A8OCBwg,0.000473923,998,0.373363262,0.61335475,0.544167573,0.032277406,507,814.6563126,TRUE
794,vbCg4iWyqh9dGozu4OND5g,0.000379305,881,0.329592218,0.597184987,0.616502425,0.029993498,507,862.4472191,FALSE
795,nlNZa58blJ7YXW2rPxTU_A,8.89E-05,499,0.186681631,0.549208958,0.698046696,0.016633377,377,867.9839679,FALSE
796,2aBTRy6MxW-TvIDphn-AEQ,0.000109537,649,0.242798354,0.567275042,0.77790618,0.024366056,507,941.7134052,TRUE
797,YLbyQxLoauP98u8mZ9ezkg,3.17E-05,388,0.145155256,0.535564015,0.763725725,0.013309907,323,902.8118557,TRUE
798,Yg9_Tii0xUG1Q66SMyxN3w,2.56E-05,198,0.074074074,0.514137334,0.949392401,0.006779217,190,908.5555556,TRUE
799,qvXClfE7fsP8B1P1t1KW4A,6.40E-05,366,0.136924804,0.533532934,0.673239015,0.011963999,303,863.3032787,TRUE
800,_tBkysAUsKNoki7Gmvi1ug,0.001537944,1312,0.490834269,0.661306284,0.419688703,0.037775831,507,725.2271341,TRUE
801,iTOzdZjsPY7jq3kcAEYAPg,7.40E-05,495,0.185185185,0.548420189,0.690573754,0.015791188,360,841.8060606,TRUE
802,YXaNk4GB45lxyznH2CVHaw,6.94E-06,217,0.081182192,0.51622248,0.910650282,0.00764746,201,939.7880184,TRUE
803,ZRYZBtiRjjYqA8ohMoRn-Q,0.000528304,893,0.334081556,0.599058718,0.498242434,0.026805917,420,780.5419933,TRUE
804,sFxsAx66aiaeUylqbakB2g,0.000902023,1149,0.429854097,0.635520685,0.494533953,0.035675426,507,779.9147084,TRUE
805,Py5MIX_zwzE9SLi0onLLgQ,0,190,0.071081182,0.51275657,1,0.006620981,190,926.8368421,FALSE
806,hUADFg3xXoy9KY-R-mnNkQ,2.22E-05,202,0.07557052,0.515625,0.935175607,0.006948178,190,916.3564356,TRUE
807,ChpD84anxG4iqE81q27R3g,0.001767755,1393,0.521137299,0.675170498,0.381408273,0.037797967,421,693.9669777,TRUE
808,Q2wSUoIxybsTdM04Bhhpig,6.14E-05,266,0.099513655,0.522376392,0.733862959,0.008536985,235,854.075188,TRUE
809,l1O-czySncObN5Kb8QALCg,0.000154354,412,0.154133932,0.539563989,0.573394279,0.012494713,314,803.5169903,TRUE
810,HRJXrlHvba77mu4Yyi0QQA,0.000514804,933,0.349046016,0.604340945,0.514315352,0.028284127,418,780.733119,TRUE
811,VekKmagfcsfq0UOeX_7RPg,1.38E-05,270,0.101010101,0.521662763,0.808481344,0.009233441,243,906.4592593,TRUE
812,dXPmE2ncXbQTPBVNRODuNw,0.001489883,1195,0.447063225,0.643011787,0.421050861,0.033840969,421,733.0569038,TRUE
813,_zBGLuqsrqpTGtO9M1Ql9Q,0.00030392,873,0.326599327,0.596252509,0.605063211,0.029156189,507,842.4398625,TRUE
814,qy8EKF7IXGe65_wglj4AgQ,0.002669191,1504,0.562663674,0.694466095,0.363399088,0.040503338,507,680.1223404,TRUE
815,-r8tyHl7sOS6eeyY8LetfA,0.000932018,1241,0.464272353,0.649574727,0.458701359,0.037406955,507,760.8573731,FALSE
816,Y4UKrm19_sQOvFagqODRHw,0.001245082,1227,0.459034792,0.647842947,0.442021615,0.036163117,507,744.0586797,FALSE
817,8D33vGfjIOYBFfMzkFSxzw,0.000253464,590,0.220725776,0.559556207,0.574579149,0.018329454,392,807.8389831,TRUE
818,OCmUiw241pE_nqFmjDiicw,0.003373341,1655,0.619154508,0.723410014,0.341947928,0.04341693,507,661.1317221,TRUE
819,jARmjhBKZWHyn8EC7H4saA,0.001110102,1198,0.448185559,0.6433213,0.462331399,0.036146498,507,768.4974958,TRUE
820,E922ETb2MaAtx3mEbikh8w,0.000324067,784,0.293303404,0.584517822,0.569177288,0.024573605,421,815.3201531,TRUE
821,BSk-BrZGvtRGxy1aFzSMCA,5.77E-05,396,0.148148148,0.537070524,0.766372587,0.013614071,335,898.0378788,TRUE
822,ZG_DMSNhXhQoQlFBx_qK0w,0.000386728,711,0.265993266,0.575209813,0.550310018,0.021992843,410,806.6343179,FALSE
823,3YIJK6kdAXZdL_w2JJEG9A,0,190,0.071081182,0.51275657,1,0.006620981,190,926.8368421,TRUE
824,2dUrYkzgoIuFC8hu1DTknw,0.000526715,867,0.324354658,0.59532294,0.577460437,0.02883348,507,839.4659746,TRUE
825,NBuRmwDNdYoFq5CP-jlyzQ,0.001713114,1413,0.528619529,0.67877095,0.410185469,0.040332023,507,718.955414,TRUE
826,aiV0E6GVKhqhnAwZEPBYqw,0.000333791,684,0.255892256,0.571764706,0.551454282,0.021488696,411,813.6403509,TRUE
827,nNXdKc_ertsZyDha-EP29Q,4.71E-05,273,0.102132435,0.522172299,0.736075199,0.008856256,236,854.9120879,TRUE
828,xF4jaaESOYMqjDExu9vDnQ,0.000633886,1004,0.375607931,0.614200368,0.488319901,0.029898642,421,765.6952191,TRUE
829,orGRPvQADIXQ3B5g-os7Mg,0.000614001,961,0.359521137,0.60832954,0.471719997,0.027657322,417,748.2549428,TRUE
830,VHehbRMOnPFVjnNdKGf-qQ,0.001389712,1360,0.50879162,0.669589178,0.439178895,0.040372339,507,745.2286765,TRUE
831,V6CvcE3WJxRe50-r1T_juA,1.54E-05,212,0.079311635,0.515426147,0.902307073,0.007280829,196,912.9292453,TRUE
832,OGABrBa2EPEn2ISo1uDUJw,8.99E-05,509,0.190422746,0.550679852,0.655964296,0.016767988,379,859.3359528,TRUE
833,evfsg7FxL9eAC9KoeXTtNA,0.000838628,1015,0.379723158,0.615898618,0.473773088,0.029685624,421,754.5073892,TRUE
834,XElKuMMgMRfMRopqY3T6uQ,8.83E-05,453,0.169472503,0.543734744,0.722274317,0.014241062,337,830.1523179,TRUE
835,rw9s46K4SMN2kpq4naDtbw,0.000290503,756,0.282828283,0.580708234,0.548351379,0.023660115,411,810.4550265,TRUE
