,business_id,bet_total,degree_total,deg_cen_total,clo_total,cluster_total,eigen_total,k_core_total,avg_n_d_total,open
212,Kq1ZRU1MgrYQa2KfxESM7w,0.000688152,47,0.110849057,0.506571087,0.794634598,0.021343967,39,118.1489362,1
213,24nfW5gDvX9ot2hT9rf6xg,0.002160061,143,0.337264151,0.592178771,0.677435241,0.082486289,106,129.9370629,1
214,g0rOtkDM3DI49LPQERF_pQ,0.000546708,53,0.125,0.504161712,0.709724238,0.023958442,43,115.2264151,0
215,R3kAGyaVGZt0Hhq9M46xPw,0.004696021,76,0.179245283,0.525402726,0.453333333,0.026610861,46,94.31578947,1
216,SsThJPCbJYsWr5ZOpuzk6g,0.004017333,147,0.346698113,0.595505618,0.64597894,0.083215853,106,128.1904762,1
217,6tey1FM5BY4Noema-aDqwQ,0,39,0.091981132,0.491309386,1,0.017723438,39,118.8205128,0
218,6ffwWT-0iWLc7TnKkh-Nuw,0.005385996,165,0.389150943,0.613603473,0.583887657,0.089067103,106,124.4363636,1
219,i5OJAtAfw_adcXuiYPXM2w,0.003612114,152,0.358490566,0.603129445,0.622777971,0.085145756,106,127.3947368,1
220,WEWNWZ9Jgu5rdTz-Wm6j-Q,0.00130431,92,0.216981132,0.545688546,0.572384138,0.039682729,54,114.5543478,1
221,#NAME?,0.000669366,62,0.146226415,0.515815085,0.643574828,0.027214143,46,113.3064516,0
222,vnYeVzgrdfxmkhiQfotJJA,0,39,0.091981132,0.491309386,1,0.017723438,39,118.8205128,1
223,jqGVJRgYeeDBNGwDf98e3A,0.000667302,71,0.16745283,0.530663329,0.630181087,0.032152763,48,120.2394366,1
224,UbMfwmBEU9Jt3rRysjh4Yg,0.004873887,67,0.158018868,0.518971848,0.520578924,0.026551972,45,102.9104478,1
225,ZWBakQIVSnqIvigLt14p1w,0.000456837,62,0.146226415,0.520245399,0.668958223,0.027696858,46,118.7741935,1
226,xCmGSQ4evtMcLUe8LJRYnw,0.000261026,42,0.099056604,0.497069168,0.919860627,0.019423207,39,120.4047619,1
227,xOHV4QKNn_9FH7gslunbEQ,0.000261461,50,0.117924528,0.504761905,0.761632653,0.021043801,40,110.52,1
228,OSLkuwNmT-bAXWx_T-SbUg,0,39,0.091981132,0.491309386,1,0.017723438,39,118.8205128,1
229,0123BsbSufx_cKhbbVWmIQ,0,39,0.091981132,0.491309386,1,0.017723438,39,118.8205128,1
230,B4f4wksmcqYTFh4eESm3Kg,2.32E-05,14,0.033018868,0.459869848,0.846153846,0.005694054,14,112.2142857,1
231,PeqiU4qUevbRas9Z7YeOcQ,0.00159147,42,0.099056604,0.500590319,0.423925668,0.013907302,31,92.21428571,1
232,aUFag1TNdmAQYoqVRk-ziQ,0.000222828,36,0.08490566,0.493023256,0.588888889,0.015510916,32,113.5833333,1
233,1vObhKVuXQF7YX5R6qxwVA,0.001932183,144,0.339622642,0.596343179,0.681818182,0.083179754,106,131.0486111,1
234,A7W9XAwUZ4wlZjAsG6c-Cg,0.000648275,40,0.094339623,0.500590319,0.624358974,0.017013227,35,113.425,0
235,7Sl1qWqsYO_K0Ah7btDzbA,0.00179497,120,0.283018868,0.576086957,0.828991597,0.075881905,106,139.45,1
236,jzmHs1saND7pr1OJ995PAA,3.41E-06,4,0.009433962,0.380269058,0.666666667,0.000697991,4,58.25,1
237,NW8oT7STzS_lnGq9na1hKw,0.000852675,61,0.143867925,0.518971848,0.689071038,0.023410496,46,105.3770492,1
238,Gdb8Wz1i5HtVxZ1aP4ZI_A,0.000896619,70,0.16509434,0.528019925,0.624430642,0.028419605,48,109.4428571,1
239,3Dk5qrbYaP7lCYyjmo0JRg,0.002593326,152,0.358490566,0.602272727,0.632886023,0.084819902,106,127.1973684,1
240,8WUOay5hclm0wjKGCRm7Sw,0.000561144,62,0.146226415,0.519607843,0.69539926,0.02454987,46,108.8709677,1
241,aWPbsy9tBGrixT9N0jJ2-w,0.000629043,50,0.117924528,0.508393285,0.863673469,0.021916198,45,116.64,1
242,xYMNYPWBbrtYihJJ4n14vQ,0,45,0.106132075,0.503562945,1,0.01995862,45,119.0888889,1
243,ryf9ITBNPAwT0dq0qFTrkg,0,45,0.106132075,0.503562945,1,0.01995862,45,119.0888889,0
244,kBhO7ZsUsA-Dq0iZJN5YuQ,0.003908173,80,0.188679245,0.540127389,0.515822785,0.031359658,49,104.7625,1
245,LcLTXfH_ado12bd6W4VT2w,3.86E-05,47,0.110849057,0.504761905,0.938945421,0.020560446,45,117.3404255,0
246,uYHtexRRnIWpxXkfnYIvcQ,0.000126112,53,0.125,0.513317191,0.840348331,0.024082875,46,120.8301887,1
247,iEg59rSBqgoASuyCGV3oMw,0.001825436,80,0.188679245,0.538071066,0.559493671,0.029192566,48,101.7375,1
248,BPY-04VxlC60qxww38dFTQ,0.00298959,92,0.216981132,0.547803618,0.491638796,0.03696743,54,106.4565217,1
249,UDvpY4D2zWLInNxNWGb3iw,9.29E-05,48,0.113207547,0.505966587,0.917553191,0.021092248,45,118.25,1
250,xkHfkj1MjALGf-rOjTkTJQ,3.05E-05,15,0.035377358,0.459371614,0.914285714,0.003111775,14,68.4,1
251,C3thwROobYHtoeZXjcoQXQ,0.000250465,17,0.04009434,0.460369164,0.742647059,0.003369881,14,64.88235294,1
252,qdKwzUXhjBQJ5AlvRZxQLg,0.000505925,42,0.099056604,0.501182033,0.691056911,0.011634383,31,84.92857143,1
253,_WxiLrlNpPuERam8YuQ-dg,0,14,0.033018868,0.453961456,1,0.002857051,14,66.64285714,1
254,oI5S8WM1vfrLtFovylkguw,0.000505925,42,0.099056604,0.501182033,0.691056911,0.011634383,31,84.92857143,1
255,96-0tsLAkE3xC0eZ7Jsu_g,0,14,0.033018868,0.453961456,1,0.002857051,14,66.64285714,1
256,YWAJKGTZbpIKUOhHCBzMGw,0.00169426,67,0.158018868,0.533333333,0.521935776,0.023246393,46,99.55223881,1
257,RgdbMe1YL8K0ssfnA2XwmQ,0.00100266,38,0.089622642,0.490740741,0.460881935,0.011969921,27,86.57894737,1
258,udplZdoBV0YHb7nVEZbSEw,0.001743603,50,0.117924528,0.508393285,0.454693878,0.014516583,34,86.86,0
259,cxs28BsfEmlkRUTucx8a8w,0.000311055,24,0.056603774,0.482915718,0.543478261,0.007707984,19,92.16666667,1
260,DvzTiBV8EtCQy1VuTbZOQQ,0.001666027,70,0.16509434,0.530663329,0.52505176,0.025612312,46,103.2714286,1
261,AvC6wcZ_BJFqLP3KtnU1Yw,0.003803096,39,0.091981132,0.505966587,0.561403509,0.016486123,33,114.2564103,1
262,J8Iumsh8ZhDIsbYuRm44AQ,0,31,0.073113208,0.489042676,1,0.009543459,31,93.83870968,1
263,JVIBRz1ApsunKhkv4ydzhw,0,31,0.073113208,0.489042676,1,0.009543459,31,93.83870968,1
264,RK-nzsaTzF5at7ncuPm2Pg,1.40E-05,32,0.075471698,0.48960739,0.95766129,0.009848906,31,93.9375,1
265,upJZl7WyrJaXHYLx941fjg,0,31,0.073113208,0.489042676,1,0.009543459,31,93.83870968,1
266,Mk4EOhIsaGargegbZj4cyQ,0,31,0.073113208,0.489042676,1,0.009543459,31,93.83870968,0
267,PzT7pqZ1GKNSOaOqNSbYwA,1.91E-05,33,0.077830189,0.491309386,0.935606061,0.010620821,31,97.54545455,0
268,oJc_PmX4cvnOCsbcRahgug,0.002568307,66,0.155660377,0.527363184,0.485314685,0.020882156,43,92.6969697,1
269,IT4_iHuLkHBVl8gcKvL5qw,0.001032285,49,0.115566038,0.510843373,0.62670068,0.017409008,39,102.7755102,1
270,-3Qu8aYgOleRw-OThNPovA,0.00048151,46,0.108490566,0.509003601,0.632850242,0.017858206,37,109.5217391,1
271,UJaAi1u6ocEMwqdiVYYOoQ,0,1,0.002358491,0.366782007,0,0.000394396,1,127,1
272,43A2uNd1EDp_tZGAzcl0AA,6.49E-05,19,0.044811321,0.479638009,0.701754386,0.009515857,18,128.0526316,1
273,Q0eBAW3YgXGHjAulqu7k2g,0.001488264,53,0.125,0.515815085,0.465892598,0.02180103,38,107.0943396,1
274,opCB7X-WIu2uiyvg7zU5dw,6.92E-05,21,0.049528302,0.482366325,0.642857143,0.009971158,20,123.1428571,1
275,eqJ-p_8AYeltJU2tJHURJA,0.000487793,42,0.099056604,0.502369668,0.586527294,0.017088367,35,110.2619048,1
276,YylCWByGj96aKdMg5rXaPw,0.003869088,75,0.176886792,0.532663317,0.432432432,0.02997035,46,103.2933333,1
277,CFoN6P3YWTBEfCIRrTsYbA,2.81E-06,9,0.021226415,0.458378378,0.972222222,0.004649669,9,137.1111111,1
278,A0g1MhXHME3C1yxc4PCxhA,7.22E-06,10,0.023584906,0.459869848,0.866666667,0.005224096,9,140.9,1
279,qnE_bJoQlbW94yLYKAeH5A,0,2,0.004716981,0.357805907,1,0.000446301,2,62,1
280,QJsgf4Vcj6ZAKmbt4LPtXQ,1.10E-05,16,0.037735849,0.46799117,0.875,0.00734673,16,120.0625,1
281,5jb7i9_803c0YejTudYzHA,0.001005422,38,0.089622642,0.496487119,0.520625889,0.012974303,28,92.52631579,1
282,UYegAlQFh85wH9FKkC-O9Q,0.000616062,117,0.275943396,0.57219973,0.866489832,0.07525855,106,141.3418803,1
283,ByZychE8TxTgsNez8nhjfw,0.002230394,126,0.297169811,0.58002736,0.772444444,0.077226665,106,135.6349206,1
284,TnFAFcoYTEwGD5E8m0z0Og,0.000237097,10,0.023584906,0.455424275,0.644444444,0.00364814,9,100.8,1
285,Dzzn3oCTxxDImla0uhhUXw,5.31E-07,6,0.014150943,0.439378238,0.933333333,0.003969375,6,161,1
286,TkDLSrDMOe0i7y5olhTmjg,0.000163392,22,0.051886792,0.475869809,0.640692641,0.009632547,20,113.4545455,1
287,xDgwDsrhS3S4Jb25qW2vZA,3.53E-05,15,0.035377358,0.452508004,0.819047619,0.004606666,14,84.46666667,1
288,him1b0hMxc1m8RVCj1gQIg,0.000403768,28,0.066037736,0.486796785,0.579365079,0.010101525,21,97.64285714,1
289,kXImHciCMfjoze9Ctrpw-A,0,13,0.030660377,0.441666667,1,0.003940547,13,81.76923077,0
290,LEt0zGi-on6rI1h4r7IP_w,0.000256077,27,0.063679245,0.484018265,0.62962963,0.010014695,21,101.5925926,1
291,jKF4HnOgBKDPOj-1bgwyrw,0.00070749,41,0.096698113,0.494749125,0.562195122,0.01631718,31,103.1707317,0
292,OIMZrrL5kGyZ6W6J8xsyEw,0.001760693,117,0.275943396,0.570659489,0.847480106,0.073603897,106,137.3675214,1
293,SjAnB4unBymlvlXe8ltMOw,0.000358162,107,0.252358491,0.563081009,0.982013754,0.071967278,106,145.4859813,1
294,hXuQgPheHrZHfYM_cqibIQ,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,1
295,P5dLuhD2vCJxurMCE-UGtA,0.000241726,111,0.261792453,0.56684492,0.933169533,0.073478744,106,144.2792793,1
296,Za_v4P5dEdOFkGFvVgzg7A,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,1
297,GcYGGOoTlN9qa5zVvbwbTw,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,1
298,cnXDAjSiySOySahN0HPoyw,0.000155728,108,0.254716981,0.563829787,0.970578055,0.072447561,106,145.2685185,1
299,TTrw0LfWHEpZauszXsc7aQ,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,1
300,6FAJctqkP0uwTWfSV3lDSQ,8.43E-05,107,0.252358491,0.563829787,0.984835126,0.072145476,106,146.046729,1
301,obJE7v4DCIX7JrHo0ULlIA,0.00084855,121,0.285377358,0.573748309,0.826446281,0.07598658,106,138.1570248,1
302,F7bt2jRmYrzUrC-KRcKl-w,0.000741963,112,0.264150943,0.567603748,0.907979408,0.072680982,106,141.1607143,1
303,Ko0IWAEQtHd5kWr30PXD_A,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,1
304,hhkBYTa41cgPFAE0v9xrBg,4.22E-05,108,0.254716981,0.563829787,0.975250952,0.072752723,106,146.0925926,1
305,b3051J8Ii1485ZOJBYVzhQ,0.004716981,107,0.252358491,0.563081009,0.981308411,0.071936586,106,145.3925234,1
306,FlCwXSxMXckSrIuP18YQUQ,1.88E-05,107,0.252358491,0.563081009,0.988009169,0.072370529,106,146.4205607,0
307,Bsj9BC15wZDAlWTsP8kfVg,0.000439786,111,0.261792453,0.566088117,0.928255528,0.073035949,106,142.981982,1
308,7xrdf_JJSbswG8hxChJ-KA,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,0
309,mz1n2HTQONwj2Q7VnfvykQ,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,1
310,feSkNQq2U7scCVkGGJpudA,0.001155601,120,0.283018868,0.574525745,0.822128852,0.07514419,106,137.4083333,1
311,f-h9a30WaGubIQjjQs-w9A,1.63E-05,107,0.252358491,0.563081009,0.988538177,0.072499018,106,146.8971963,1
312,hW63nfujjfovCp_MS26UVw,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,0
313,i5RiBntsRyVbH4sZPnhfyg,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,1
314,2QclfX_80Y4T2zZ-h0FlmA,7.76E-05,109,0.257075472,0.565333333,0.962962963,0.073218724,106,145.9266055,1
315,eMtSU9hLX1sl4jATF_mdVA,0.004522657,116,0.273584906,0.570659489,0.858470765,0.073481668,106,138.1206897,1
316,om3qoz4MTGNn5JLXilys5Q,0.000737026,114,0.268867925,0.569892473,0.892252756,0.073893723,106,141.8596491,1
317,UVfh-2Jod32qq-CcpV2rGg,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,1
318,Sdb26i3k-2oGfFIOM7Vo1g,0.00592949,113,0.266509434,0.567603748,0.892225032,0.07278755,106,139.7610619,1
319,mAoCr7W94jiERo1xVyg2_Q,0.000186228,108,0.254716981,0.563829787,0.968847352,0.072311856,106,145.2037037,1
320,hfl9dNooP69TCQus3tfaGQ,0.00094938,108,0.254716981,0.564580559,0.969539633,0.072419372,106,145.287037,1
321,MAgvMutGp9HHfQ_opx2btQ,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,1
322,PeR64AIkleu-t9gwed6vow,0.000567223,111,0.261792453,0.566088117,0.922358722,0.072558362,106,142.1081081,1
323,sWUJBOH7_iL4OcjX9tVIbg,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,1
324,3LA8ABDMBZnlEnVMmJ-YIA,0,106,0.25,0.562334218,1,0.071931875,106,146.7641509,1
325,GY9pfuQlO0BhRUxvY9whmA,0.000369394,113,0.266509434,0.567603748,0.907395702,0.073732706,106,141.9823009,1
326,O44eQVnZciZXU-nQaiKIPw,0.001447868,114,0.268867925,0.569127517,0.886663562,0.073390989,106,140.0614035,1
327,516cVatYZRqXcHEdfSTasw,0.00018674,109,0.257075472,0.565333333,0.957526334,0.072681522,106,144.5688073,1
328,huNUOZSeshXtXf_P-ZC47A,0.001829382,118,0.278301887,0.573748309,0.840069535,0.073782792,106,136.5847458,1
329,hc4D6AnfzhtMpOCWgXaZSA,0.000666792,112,0.264150943,0.56684492,0.912805663,0.072993806,106,141.5714286,1
330,I_Zobc5TXNMAl9PxasrUcA,0.000255969,112,0.264150943,0.568364611,0.922297297,0.073759776,106,144.0267857,1
331,OrwnIUTkAWueo46g7MM54Q,0.00020977,23,0.054245283,0.476404494,0.596837945,0.009115557,18,97.47826087,1
332,081EZ8AIZ4QWVaYl_1wUCw,0,12,0.028301887,0.447729673,1,0.005912255,12,115.9166667,1
333,QXou2_cNNSGNqpIUBikQOg,2.06E-05,15,0.035377358,0.455424275,0.8,0.007255792,14,114.4666667,1
334,zlLkLxf0VRs05kmdKLoQ6Q,0.000279631,18,0.04245283,0.464403067,0.581699346,0.005450509,15,80.05555556,1
335,S78B3Ue7HfdJRmuGsxoEKg,0.000890422,19,0.044811321,0.478015784,0.438596491,0.00625419,16,87.47368421,1
336,Df8FjaoiZveDswmFihT7Yw,0.000263263,23,0.054245283,0.485681558,0.632411067,0.00987493,20,113.7391304,1
337,qWsWsHsOY9rTZVEr773LEw,0.00016149,20,0.047169811,0.476940382,0.705263158,0.008659284,18,115.1,1
338,LHYZbX-BaPg3k7xn5EG5Ug,0.00042941,12,0.028301887,0.459371614,0.378787879,0.004577923,10,97.66666667,1
339,sriGkDnL9vUUjXZQDFyvsQ,0.000242562,28,0.066037736,0.487917146,0.666666667,0.007899635,22,83.07142857,1
340,CiGZR0Hr7YY6_GqcBIttxg,2.06E-05,13,0.030660377,0.463387978,0.833333333,0.005044068,13,103.2307692,1
341,NBvCfBuShkbCfBVvtmKchQ,0.000146896,18,0.04245283,0.470066519,0.607843137,0.007195186,15,103.5,1
342,UKgcD3uy_y_J0NpkSUi28g,0,6,0.014150943,0.443514644,1,0.003562236,6,153.3333333,1
343,SEDbbnlM6veHdjECABo3dg,0,22,0.051886792,0.476404494,1,0.009923695,22,116.2272727,1
344,wcDIREqhp_M8MFb7jRUkuA,0,22,0.051886792,0.476404494,1,0.009923695,22,116.2272727,1
345,dzZnC5YVzZVzW0he28HwEA,2.07E-05,12,0.028301887,0.450584485,0.893939394,0.004844429,10,107.3333333,1
346,dGkpFKbyY39izmLuN1MMDg,0,10,0.023584906,0.433537832,1,0.003221157,10,87.4,1
347,GZKJ-ZuZ8FR7pFDno8fSeQ,0,10,0.023584906,0.433537832,1,0.003221157,10,87.4,1
348,Be3UQjMhbQDxRnmYu0pAMw,0,1,0.002358491,0.379588183,0,0.000690557,1,160,1
349,6WbvAT9Il4Fi9egO4F2M5g,0,16,0.037735849,0.445846477,1,0.005422652,16,87.5625,1
350,8rtzGl1pt3YrICBum8cRxA,0.001409577,22,0.051886792,0.461873638,0.640692641,0.007131235,16,83.22727273,1
351,censB138iZoYjr_riZSY3Q,4.64E-05,18,0.04245283,0.456896552,0.849673203,0.006590036,16,94.61111111,1
352,5wfKnQS46yzNQSVfK0Cugg,0,16,0.037735849,0.445846477,1,0.005422652,16,87.5625,1
353,grTFv0AWA2yD1ebaRVY2Qg,0.00528754,37,0.087264151,0.498237368,0.475975976,0.01521365,30,106.8108108,1
354,TxXxBOiBEyHZfVfRnduECA,0.000361012,17,0.04009434,0.446315789,0.882352941,0.00542927,16,82.47058824,1
355,ELbBgsX1rccs9ZZ9c9p9PA,0,2,0.004716981,0.405741627,1,0.000995143,2,132,1
356,#NAME?,0.000769881,35,0.08254717,0.491309386,0.539495798,0.012454817,29,95.54285714,1
357,qZPe4sIIskdoYAt5WZt2jQ,0,20,0.047169811,0.474272931,1,0.006272244,20,94.35,1
358,Sx2rwD5PWZgQzS_T7Czz-A,0.000123081,30,0.070754717,0.496487119,0.682758621,0.012129029,28,109.8,1
359,cvLKebSflUBkBIfh-E5s9Q,0,7,0.016509434,0.388990826,1,0.00144232,7,49.85714286,0
360,7a2RrK3SYgMOEuJesKBZLA,0,7,0.016509434,0.388990826,1,0.00144232,7,49.85714286,1
361,jAWUEUMysKTW605pkzFT2Q,6.85E-05,8,0.018867925,0.403425309,0.75,0.001594604,7,50.5,1
362,k-Luaw_6agrJ3KEftVmUoQ,0.00047526,11,0.025943396,0.45106383,0.690909091,0.003699188,10,95.18181818,1
363,V3uUrc-aM1z5TCersU_RSQ,0,5,0.011792453,0.431332655,1,0.001692092,5,98.8,1
364,UPA058i2o2W_3F5PvnlU1g,0,5,0.011792453,0.431332655,1,0.001692092,5,98.8,1
365,c8QK4fd-nuyLZDQu5dzLGA,0,3,0.007075472,0.379588183,1,0.000775236,3,61.66666667,1
366,qK447qQ0UYOGGWjlZDxycQ,0,3,0.007075472,0.408477842,1,0.001379587,3,122.3333333,1
367,y_qmQDXa5ve9zdOd46P7Zw,4.30E-05,13,0.030660377,0.473214286,0.666666667,0.006252293,13,122.6153846,1
368,#NAME?,0.000254477,12,0.028301887,0.456896552,0.606060606,0.00465937,10,99.08333333,1
369,h0i4gaAXH3GsU4n6yqzL9w,7.56E-05,9,0.021226415,0.440290758,0.777777778,0.003807499,8,107.8888889,1
370,126Dmjf_NJs6OJ3ttI-J5Q,0.000729441,30,0.070754717,0.485125858,0.471264368,0.01025371,22,89.13333333,1
371,VkXW8B9SSJJkLZoj-tnEvg,0.000100856,14,0.033018868,0.476404494,0.593406593,0.006380161,13,119.0714286,1
372,rhHqf8a6DEax4uo-YpXshA,0,2,0.004716981,0.387568556,1,0.000745557,2,107.5,1
373,YEbtpJvUrdzwpMneGIuRGw,0,6,0.014150943,0.445378151,1,0.003489293,6,145.3333333,1
374,OLSLqsB22pn5tXW08CnfIA,3.93E-06,7,0.016509434,0.445846477,0.857142857,0.003724582,6,135.8571429,1
375,koSCCHbaAD2JYaKoEWAGvQ,0.000120357,18,0.04245283,0.471111111,0.705882353,0.005363033,15,85.83333333,1
376,Bo8T_i8a76dZZfuFVo_O0g,3.98E-05,16,0.037735849,0.463894967,0.833333333,0.004543261,15,84.0625,1
377,X3G0dgXKUuwWTGQftOV6qQ,0.000623742,19,0.044811321,0.460369164,0.625730994,0.004238237,15,66.26315789,1
378,nTfeDYEy9fV4dEc7LMgM2g,0,14,0.033018868,0.450584485,1,0.003751453,14,77.35714286,1
379,feuIeCASfyAsAiWJOM6Gfg,0,17,0.04009434,0.462882096,1,0.007237082,17,111.1764706,1
380,LzA2QseZ4oowaikIn_i8QA,2.59E-05,18,0.04245283,0.469026549,0.895424837,0.007349174,17,107.2777778,0
381,qpoBgU3CRaJp2_QYMIleBw,0,2,0.004716981,0.406519655,1,0.0011092,2,147,1
382,_v0l_NYqRLE12GJMflm4Zg,0.000290115,29,0.068396226,0.489042676,0.633004926,0.009247482,22,89.31034483,1
383,t19dYb7sygky_uSFze7nlg,0.000805758,29,0.068396226,0.486238532,0.374384236,0.009189331,22,83,1
384,hJuw__aAzsTKNZjLpFUUcg,0,1,0.002358491,0.350413223,0,0.000271453,1,79,1
385,0NWm7KorY2NDl9jAjZPTRw,0,19,0.044811321,0.475336323,1,0.005355751,19,85.52631579,1
386,APr27c-qEfk7RGCPFE_tug,0.000200668,26,0.061320755,0.482915718,0.673846154,0.006875888,22,79.5,1
387,jyCkvh9oCyhQS8sotRCUGA,4.35E-05,20,0.047169811,0.479638009,0.905263158,0.005533868,19,83.9,1
388,cwo-SSQxjvtn9S0uhjGDSQ,6.75E-06,8,0.018867925,0.449628844,0.678571429,0.004164237,8,126.75,1
389,U6YILIsxeF57X7IygtAzmw,2.19E-05,11,0.025943396,0.453961456,0.781818182,0.00368541,11,96.18181818,1
390,ExFAJB0sH2M4pCeH88U8Ag,0.000123491,15,0.035377358,0.448677249,0.6,0.004771811,13,79.33333333,1
391,EC8I62pXmzHJUU-Fr16K8w,0,6,0.014150943,0.432212029,1,0.002137224,6,92.66666667,1
392,_Fi4b5lYGsKhI4iCw7j_BQ,0,1,0.002358491,0.390423573,0,0.000752348,1,188,1
393,5VTBQov3GPKQ-dl-GW4JeA,0,2,0.004716981,0.407692308,1,0.001124354,2,140.5,1
394,xFENYZF63fiV00uaNlB9VA,0,5,0.011792453,0.438923395,1,0.003371602,5,162.8,1
395,_8tUKyMRMMt1YSlac04eqg,0,1,0.002358491,0.348397699,0,0.000215336,1,71,1
396,C8CSSQU2pE1MWgNJT6J2JA,1.48E-05,8,0.018867925,0.450584485,0.5,0.003064052,8,106.125,1
397,Xqyxw2wPAb9hnMc6aWTmxQ,6.20E-05,11,0.025943396,0.438469493,0.636363636,0.004392544,10,95,1
398,7eiSjE-Q8Z9hJXkzfUYlhA,0,7,0.016509434,0.41285297,1,0.001991595,7,69.28571429,1
399,0J0FdaT-dhECIrnnlfQqqA,0,5,0.011792453,0.441666667,1,0.002196892,5,118,1
400,_DzuCQGb8J091N0PRo4EmQ,0,5,0.011792453,0.441666667,1,0.002196892,5,118,0
401,eZ5bRX8Et83RKG2RkbTajQ,3.06E-05,6,0.014150943,0.441666667,0.4,0.00185348,6,86.5,1
402,0_PhTFpxw-wYuqYDMvniZg,0,3,0.007075472,0.421052632,1,0.001987683,3,164.3333333,0
403,ICQLD1gYrYlnahI-wQabQg,0,3,0.007075472,0.391866913,1,0.000803717,3,77.66666667,1
404,IUHSaYplitEtiCS_J3fy5g,2.03E-07,3,0.007075472,0.410058027,0.666666667,0.00134384,3,113,1
405,W-Wl0bCoetWp4f98DJ7iiA,2.84E-06,2,0.004716981,0.387568556,0,0.000821093,2,94.5,1
406,nCNrS9LrXcqG0T-rziSZRg,0,6,0.014150943,0.444910808,1,0.002849184,6,128.1666667,0
407,_TgKU9RQ10RfdZz8CSGEGQ,0,7,0.016509434,0.443051202,1,0.003041568,7,113,1
408,_9sV86cPngkNrrkrTTvlEw,1.97E-05,5,0.011792453,0.408084697,0.7,0.001293702,4,70.4,0
409,sMe3y_v4-VKoQts-VGbw5A,0,4,0.009433962,0.400756144,1,0.001080102,4,70.5,0
410,sZkbuP7RPo7PQjOPbt3i4Q,0,9,0.021226415,0.419386746,1,0.002673047,9,72.11111111,1
411,tjqmHj3E1zyb6Dy8TbPc8Q,0,4,0.009433962,0.393686165,1,0.000904364,4,58.75,1
412,39zkau4YW8ovL3zUS10SAA,0,1,0.002358491,0.389705882,0,0.000805792,1,189,1
413,2J6pdzKizFye435wkEcMpg,6.27E-06,7,0.016509434,0.444910808,0.80952381,0.002937402,7,109.8571429,1
414,1jDHVggroVhQAKLdktUhug,0,1,0.002358491,0.332810047,0,0.000123616,1,37,0
415,e2jCiEX8eqWa-kdCUB2UYA,0,1,0.002358491,0.378909741,0,0.000689902,1,158,0
416,h19yI0EpnAmZ6u-8FaMHrA,0,1,0.002358491,0.394785847,0,0.000772643,1,200,1
417,JO7YPZUarTWSmgH6lvvo-g,0,5,0.011792453,0.374889478,1,0.000520945,5,39,1
418,rQruj9he537QGhhaZT_aBw,3.43E-05,6,0.014150943,0.409266409,0.733333333,0.001140853,5,53.33333333,1
419,doAthESAlj4_-FtsyHGyNw,0,3,0.007075472,0.391505078,1,0.000889384,3,76,1
420,s9sRbsrPoRtj4D6UQik5wg,1.63E-06,2,0.004716981,0.342211461,0,0.000191899,2,30.5,1
421,hhJKsnDFDLGhIbvzFhWAEw,0,1,0.002358491,0.360544218,0,0.000584497,1,107,1
422,6B2uNKnslhbSFfym3Tw4ZQ,0,3,0.007075472,0.39589169,1,0.001962501,3,143,1
423,rdxY4ssW8wLrHUMUSSKAeQ,0,2,0.004716981,0.386861314,1,0.000851707,2,103.5,1
424,Q9KZP_PPmKwdBKdt18yCWQ,0,2,0.004716981,0.389705882,1,0.000674426,2,109.5,1
