,attributes.Ages Allowed,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.touristy,attributes.Attire,attributes.By Appointment Only,attributes.Delivery,attributes.Dietary Restrictions.vegan,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Good For Dancing,attributes.Good For.breakfast,attributes.Good For.dessert,attributes.Good For.latenight,attributes.Good for Kids,attributes.Hair Types Specialized In.kids,attributes.Hair Types Specialized In.perms,attributes.Has TV,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.video,attributes.Outdoor Seating,attributes.Parking.garage,attributes.Parking.street,attributes.Parking.valet,attributes.Waiter Service,attributes.Wi-Fi,stars,lat_zscore,business_id
945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.6032128096101614,J-EQS4IM5pETROThj4qbIg
946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.754497221313687,bDVNj8USiho2WhQO-bpttw
947,0,0,0,1,2,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,2,1,2,1,3.5,0.6141967232612661,GioTvp5uW1t82GkkiDcjRg
948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.7979460914037632,r9RGi3QjsxQ9gHThiS9_3g
949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.719910945258831,4ym7HrFPy2XljVV1QFq3Qw
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.7233594005530517,0YA6O2vkekvJ5BgGn0srTw
951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3.5,0.6807305759567214,oYmOMjtxQyzM8YwrZxF4Qg
952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.7288937290000446,cPCmbpQH4MmuhoP893i5DQ
953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3.5,0.6880861407629698,qYpu33UQ8ZGZGMQKg_piZg
954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.9175871963367307,QJBCvoUX-wop5q4jXR1d6w
955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.5385477684279183,pZCjLx2Nie7VJOwjkSRxrw
956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.6250408848978645,BsBu0_Xvp76Kbsii_V9Kcw
957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.7172318694062088,dSW0uiAk7kYJ3UzFvFxtRw
958,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,2,4.0,0.7525460140941552,Yg-igagyaX-89nyLKS7RYA
959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.7002453093871659,pr048zBSuTyt4gpeJxF2rQ
960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7610240551871812,0_iCK7b_8eaUJVwWm42DIQ
961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.7137031310398351,b-_cuEUIXLJQvJM36az9vA
962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.8544958520412977,pNru276cd7PJ4vV7ubYk5Q
963,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3.5,0.6238515060509595,FTLOCnLMl1Jeo8uIICLf3g
964,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,4.5,0.6869303752490098,F-h9vlQqXZNaRQZPItT7dA
965,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.7655213939520127,OMp6awxr8Azh3P30endTgA
966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.7219261990425356,7A8-AvxpEmA29fgoY3_W7g
967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7651407927209946,lz0yvWK_klLhPpnhAUn9-A
968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.5,0.5950269096964382,aIC7pT6HVkhzC6-DI4bKKw
969,0,1,1,1,1,0,2,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,2,4.5,0.5750951503077334,O0kzMnnv9kgRu5WhuS7bLQ
970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,4.0,0.7036270226874167,bmsABmCLIEDYxF8B7PCy6A
971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.5952417412506342,Nz3mT9_jfRZr33JQ4DDTcQ
972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6673612143558203,jOQkRRr-3rqqX1nLilvyMA
973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.665883634147052,UDFzpV0hr2rFw9fVl9npCw
974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.4874795575510625,CJOxd59MC9xXdbGIU-DtnA
975,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.599368142487586,-c82ZQHqSLPKC1llWHAjGw
976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.6542877107430564,bZYhV22ed7UOT04dcLZrjA
977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.7165412863132402,cwCihNcaCAuVDRtE_vlxkA
978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7015484225863141,6KxgrcAdn90WBESSAeF-Vg
979,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2.5,0.7670118343195179,vJSGkGg689R1BziewRFTSw
980,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.6987345707828991,ftqdGV9nOlDQCIX3DBlxZQ
981,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,0,3.0,0.544730308346492,DABHsgUPVizGHtRIo-vL9g
982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.7131396628110823,U2ul0mFG1hjnuqH4iztpOQ
983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.7795895156254445,5o4dz9gva2TPEuRSXjhY4g
984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.5935879619993416,KB5QkoDxmpvKJjC5CXnFpA
985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3.0,0.5962118283726152,o0-eIAgwPUOh43ICG3xmrg
986,0,1,1,1,1,0,1,0,1,0,1,1,1,1,2,0,0,2,1,1,1,2,1,1,1,1,2,1,3.5,0.5139370855758358,F_ASRRQjDpNx6bX4WqvpDA
987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.7136860337188696,_xpo1nglnZXFcILW-4xMhw
988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.695226130653287,MItGY7pTnE_qWzmCHZh_-A
989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.49830736522853625,Lle0xHuI2GWFIVC7C1waFw
990,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.5,0.7170185245755359,Xbw8s4gCu19aEYSNvl_Rlw
991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.662976866581444,UO-jg7BYB7gDuRDndKgKBQ
992,0,1,1,1,1,0,2,0,0,1,0,1,1,1,2,0,0,2,0,0,0,0,1,1,2,1,2,2,4.0,0.5927685766108577,zYJhXVjEzLz92PVjkos8mA
993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.7404136064940101,mpIqa5xV2ELhtP0tgPKgIA
994,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.0,0.7220771014837561,hSh0loErDwANcA82DmyzVw
995,0,1,1,1,1,0,1,0,0,1,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,1,2,3.5,0.7122528322084064,FfpqjCdslxLQqeLoT4ws9w
996,0,1,1,1,1,0,0,0,1,0,2,0,0,0,1,0,0,1,1,1,2,1,1,1,2,1,0,0,4.5,0.6840868543902867,i5xZH0BOCRWCA3EwJw8tug
997,0,0,0,0,1,0,2,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.6039821890517598,jvHYL4erEPfYShLML4ROaA
998,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,2,0,0,0,0,1,0,0,0,2,1,4.5,0.5859080907496057,6thw6oE4W40yo4nFD9tQ7g
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.6908440129642218,uVk4Gq61Hj9Xy-lFVhaGuA
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.6058145758377826,-7OafamLNvCEnWXvfD_ldw
1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.7652537837114498,59n9g2JDT7z4uGkbWyG-OQ
1002,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,2,1,2,0,4.0,0.6045493740893998,94Ip7RLPpCZ7_RxDhoU8dA
1003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.7645743510451956,wPEptYpu6VbqALjHDcjypQ
1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.6252142413249736,WxU24RyxLJ_J6w3EgDCOAQ
1005,0,1,1,1,1,0,1,0,0,0,1,1,1,1,2,0,0,1,2,1,1,1,1,1,1,1,2,0,3.0,0.7508006006363246,-aQiJlBuJsUcBCVgdW3u6A
1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5246640004757441,eQXfMuMYU75grnc5R0xfjg
1007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.6691110879843261,RN0jIjedMfQ3eBUkO4Fa3w
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.6731408521899473,Y-M05HrVb-QT1XOgT6sNQQ
1009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.7111138257857347,mrACj56F0jSOv-J-Mc__kQ
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.7964541643126819,bhN89VqpxAb0pnQbh7SMsg
1011,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.6792438523981033,LBd9WVnJm1Hkb1IzB86fHQ
1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7473402515536545,Evf5rl1zZZpJ4LzHt_W4qw
1013,0,1,1,1,1,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,1,1,2,0,3.5,0.6240083553863783,jwr_Ugjeh8MlbaaKGlWOTQ
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.8117964080758999,Xt8voqKtovEUyPzLwywkvA
1015,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.8217485355773064,cGQgXKMkeX1aZFYGuKJgsQ
1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7460839701466219,nayqvWZV_XTaSme8nbzGoQ
1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.814390740685694,ojCkOmxIhiOkPWyMMb16Jw
1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.9175871963367307,yqhzr9CbV4eWvQ1gUQ7P9g
1019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.709432517617702,W3SYucoJWb0ncv8zyXIdzw
1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.6746788677113562,u3Scx8puTAeZogjmKIvzkQ
1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,5.0,0.8038736582320115,89mH6T76RSlUAJ9zjT0y8A
1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.668510451666596,W4Jz2wKJhZEF3U1wWp_1Uw
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.8164669501352749,8vgGwpPAQdR777WVlC5DfQ
1024,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.0,0.8537651504564037,cRpX86tDZZzUdahDD7Di8w
1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6760919984538076,H_95j0ejz0UYA9lszwX4CA
1026,0,0,1,1,1,0,1,0,0,1,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,1,0,2.5,0.7010246677172703,7Flu2oNlKVP0-pH8Zu9qhw
1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.5,0.7134370075228482,qMqBLt4_Rnu67AktU5_8_Q
1028,0,0,1,1,1,0,0,0,0,1,0,1,1,1,2,0,0,2,0,0,0,0,1,1,1,1,1,2,4.0,0.7116269215902012,IX6io15YU2n8aeU-K3WECA
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.7336690850703124,BaUmOu-GJ1dDS-bSYD59Bg
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.73830989265859,YXaNk4GB45lxyznH2CVHaw
1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.7551433201510485,vpfVuYOBech1P220ho1KFA
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6385611489399861,u4C18KlTXR93nJQif3jRsA
1033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.6199830513514323,apZfylq4TwK7s5kPs3jYLg
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.5,0.6899794832149216,q9VqWzaRWwrCGQt9b0UxcQ
1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.6461441824507208,msSsqNJk2z_0gXD1bzWEZw
1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.6708468377390183,leVQEr9ikXKc6dRX8aplZA
1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7077740774880107,1uLQDGYLQqOjSQtqi1nUZQ
1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.6945853527994804,3_z27ZS2kLm-uZbh7fGtcA
1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.9211181647884684,ha_k7jcC66pqOiFWxx-fRA
1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.5,0.701872405667414,xdW3ApJdnRhXBex7Nrc6_w
1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.754183640093941,B814vBx8gPrx3qN41MV_uw
1042,0,0,0,0,1,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,2,0,3.0,0.6809758853439084,2LYLnSVja3u921WP_2Jo6w
1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7083635633790264,mOv_qo-eVUjeAkfHjalA-w
1044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,3.5,0.7728985162499018,IKiRjTxwAZHYK9Lz4P6RPA
1045,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,2,1,0,2,1,1,1,2,1,1,0,3.5,0.6142442984151697,_6LvlxCTcn2m_YOZOvwIig
1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.9239912580654868,13XPYIXvruBItK0lj5D5bQ
1047,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,1,1,1,0,4.0,0.57948841842346,7yAmxml_awXKadGjYW8SnQ
1048,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,4.5,0.5977446403615609,1AafpvPUntclXlLrqzGUzw
1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.5653043323124738,apjUK1BbswSKo5jZMuwq7A
1050,0,0,0,0,0,0,2,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,0,2,3.5,0.5647274835716956,LIT0uGtS-_UzFAW2LU6_2g
1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7423054622223332,Kx6uOkDscweOX1NM0fG7zg
1052,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.6018435372126737,Clvfbj63rrZ0vFL3GClYpA
1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.5772181915494828,WkDOO80uS9AgHyriUvX3sA
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.6487444619547661,7XLgEnFotKMY8rqORrmrfA
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,4.0,0.7022687401504857,pqx4o9fMo7Li2fuCbHLYnA
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.7123546727721473,GOIqxfd0Y5NsDymsU2Avag
1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.8754653444738463,1yVjc33cvFgd1HGZMpJ9LQ
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.7695615652225603,lrGttNmH4-qjRPlqm-i1oA
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.5862864618952597,PVtn1wSsFthe9u76H2tEqA
1060,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,0,0,3.5,0.531554079569423,vqt2i3rfprEtqXDRHM1Xgw
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.7577852279147461,rk26FBHfW2Cry49UDI23AQ
1062,0,0,0,1,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,0.5955465195801745,6zRmrhf8lTFBiTBD5BWyyA
1063,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,0,0,4.0,0.7293271089173766,yTs75deYJ18Htn5f0TtYGw
1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,0.32886845469955894,vODoGyQSiwA1LlDBwgoHbQ
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7582379352383021,hO0DennloSCMeBNJzdCFsw
1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.7407614998067259,omN-uClbn96bCtF4oXM6vg
1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.759856977193652,E0Y-zBq5KBOES8617IBi5Q
1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.7378333977580295,mDhpipHplAz_5pRIK6ivNQ
1069,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.9423582409086789,1jTLAXGm25CAmBNZc4baJg
1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7078461835806542,GpzIOURsWrudu_-cvWraeA
1071,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4.5,0.6153429871249954,EKzKPolF0e53GIEymVvxAQ
1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.5,0.9119369034521835,tnfuY_AloAPO01zr8IHVCQ
1073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.7039145431298338,qPRRYmT_NboCLoPRyMim-w
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.0,0.7653177128244781,GviA9xeVl4St7D6NUch76w
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.894017424400137,Urqqh6W2aQ6D9awP1_YEfw
1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.7994008504058671,yXEo8D6XYQTVnoZoGYwryQ
1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.7156143141744349,v5eVt9Goj_arGCV_aGxRog
1078,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,0.7661079063958764,ZMV3UDUAy8OHjPSI7mmVfA
1079,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.0,0.6638190954773683,2Gpuc3z1qwaGDX0JSXmKUg
1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.6638190954773683,nlGxnCYd_5Mgis3LPuTfTA
1081,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.6652210757931581,6S2ZJ38Ep4PArhDu_fWbMQ
1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.5,0.5692619904255043,japrIpcgwVzttf5uDwo6VA
1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.7219975617733911,W3q0-rcK0wGN9txYhVTHBA
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.5871948499895764,B9ygEvge_LfdoRY_mdHodQ
1085,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4.5,0.658653474472944,7Tn0rERJ-tW7h7TyarrHHw
1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.6018465106598258,zM2o6HVjC6SnznceX_fzHQ
1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.5,0.5979327108917588,AEKSqjFvOc24k11FPYTluw
1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.7619681246468991,cgHWE2NLlClynupI1dCtyQ
1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.5,0.6930718682168113,7m_DibbJYfY0tGu0ImK8jw
