,business_id,bet_neg,degree_neg,deg_cen_neg,clo_neg,cluster_neg,eigen_neg,k_core_neg,avg_n_d_neg,open_neg
208,6VIOw-CtnSQmDjWTwij4-A,0.002894382,63,0.058225508,0.409367154,0.451612903,0.009935264,35,56.6984127,TRUE
209,xfzviHG5XNMfU36fTspLag,0.000192647,21,0.019408503,0.350804512,0.552380952,0.005802648,13,51.14285714,TRUE
210,brmD0tup9CaPN8h3fm8x9A,0.000493317,15,0.013863216,0.371135375,0.523809524,0.002933222,10,52.2,TRUE
211,GAYDEG8r5quSc9IjwxjNzA,0,10,0.009242144,0.335806857,1,0.002020929,10,48,TRUE
212,NXsVHhf1WBhjNPCVlT4dEw,0.000800283,13,0.012014787,0.336143674,0.628205128,0.002073388,10,39.76923077,TRUE
213,q8VdPzb4zJsta6TBhtNetw,0,10,0.009242144,0.335806857,1,0.002020929,10,48,TRUE
214,V51PrjqnTkD1RQ1qxy0tSw,0,10,0.009242144,0.335806857,1,0.002020929,10,48,TRUE
215,A9aDSlKb5N40FhAJqwAtDg,0.000760757,21,0.019408503,0.366936398,0.371428571,0.005481152,12,54.23809524,TRUE
216,HwV8GG9ws_U-rKYVcTjQ2A,0,3,0.002772643,0.285789008,1,7.43E-05,3,16.66666667,TRUE
217,qt-6KIQWdGgL3IwOxic1yg,0,3,0.002772643,0.285789008,1,7.43E-05,3,16.66666667,TRUE
218,lHHQuo2CgetoockgS6WrSg,0.002935529,34,0.03142329,0.392890086,0.83600713,0.004821566,31,58.70588235,TRUE
219,ok2jg5H5LVf4CSFaB6QXwg,0,17,0.015711645,0.352032819,1,0.008820273,17,85.58823529,FALSE
220,bUdQ0yKUFxJxJJ7b_RIung,0.001224204,23,0.021256932,0.360360477,0.57312253,0.009442141,17,69,FALSE
221,F1-S8DkAsFIyrkfTl9MmlA,0,17,0.015711645,0.352032819,1,0.008820273,17,85.58823529,TRUE
222,hPr5ixQA-87OxrycpokTSw,9.83E-06,18,0.01663586,0.352650203,0.928104575,0.009441628,17,86,TRUE
223,z2tRtb_zdM1YSQWAmJd7lw,0.000422662,53,0.048983364,0.383596234,0.657474601,0.025445428,38,80.26415094,TRUE
224,rrD6XzX6fQ-aBnGczJIn-Q,0,17,0.015711645,0.352032819,1,0.008820273,17,85.58823529,TRUE
225,v7x4_XibERjqC3GJguXHOQ,0.005382538,85,0.078558226,0.418570246,0.662464986,0.05275575,66,96.04705882,TRUE
226,39Hf7XHyzHUCnISf2epYzA,0.001846793,54,0.049907579,0.397707963,0.570230608,0.014720745,37,68.61111111,FALSE
227,b2EmN9-mvKrJz52Y7IA60w,0.000531452,22,0.020332717,0.358817177,0.627705628,0.009987148,17,75.09090909,TRUE
228,e5rpavzu3QCmB5sqxA90TA,0,17,0.015711645,0.352032819,1,0.008820273,17,85.58823529,TRUE
229,KP8vobJvH3nIxwpUDAruJw,0.002390393,83,0.076709797,0.412389553,0.694093447,0.052940901,66,98.14457831,TRUE
230,Ztm6OYjd_EEZv7M1c29EuQ,0.000572883,79,0.073012939,0.410872795,0.76209023,0.052644182,66,101.9240506,TRUE
231,vqt2i3rfprEtqXDRHM1Xgw,0.007595937,84,0.077634011,0.41683488,0.679575445,0.054725907,66,98.91666667,TRUE
232,#NAME?,0.000817966,88,0.081330869,0.411040773,0.67476489,0.054164079,66,94.64772727,FALSE
233,L5cQjBQu6qnV_grmvk-drg,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,TRUE
234,eYrvWgacUxQ40qgqtvK8KQ,0.001295393,131,0.121072089,0.437323067,0.588725778,0.102286016,73,107.4274809,TRUE
235,Q6VljjohsenvLnMOzxsF2w,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,TRUE
236,Gj4RlXuFKgsQw7tREtz_RQ,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,TRUE
237,8-itK75RRevbtfJUAhvpOA,0.010000264,131,0.121072089,0.446648481,0.427950675,0.060178027,66,86.60305344,TRUE
238,3Ms_jV2Pp2VFfz8CqZcDjw,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,TRUE
239,5ItCz2CsxGRmh7rjxAhvyw,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,TRUE
240,Br2jFaHvsPoBviUYrOzS0w,0.001629254,93,0.085951941,0.430396289,0.624123422,0.057410192,66,97.60215054,TRUE
241,jsENu6YLygHA5Z-Vc7Ku2A,0.012184797,78,0.072088725,0.406717528,0.724941725,0.049014294,66,95.73076923,TRUE
242,2vJAnAxF0MbQwbOOi9yccg,0.002594152,125,0.115526802,0.438467392,0.48516129,0.076245363,66,95.784,TRUE
243,W1oVUlhgNOdFzg6nP5R-aw,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,FALSE
244,ByoPCUfRROwAMQIK0_MJ2g,0.003117334,82,0.075785582,0.412389553,0.695573622,0.051748714,66,97.98780488,TRUE
245,A0Ut5J0tZTku_UJTtfN51w,0.000817966,88,0.081330869,0.411040773,0.67476489,0.054164079,66,94.64772727,TRUE
246,wbTjNiL1PZR3r3gQ1QJ9Ug,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,FALSE
247,r6v9qucjIA6aTfm_RNo_kQ,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,TRUE
248,xqqXMtHm1INLpvnYgz7_Sw,0.003572159,117,0.108133087,0.422439382,0.480253463,0.066539505,66,89.61538462,TRUE
249,yyzA2Ws8EJGevHpcx5VVnw,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,TRUE
250,LV6_WmOrAVnyeYkgsBX9cg,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,FALSE
251,72XWQHDdhbliqkNPa4d1hQ,0.001723787,72,0.066543438,0.412728132,0.852895149,0.048827102,66,104.3194444,TRUE
252,#NAME?,0.007457752,94,0.086876155,0.44447645,0.559368566,0.053465897,66,93.53191489,TRUE
253,977bNUO9ogk401SQcTk-CA,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,TRUE
254,8WQHe2ioX8RfA4UG-7U20A,0.006121498,94,0.086876155,0.411714058,0.60306566,0.058878112,66,95.4787234,TRUE
255,tnfuY_AloAPO01zr8IHVCQ,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,FALSE
256,q9VqWzaRWwrCGQt9b0UxcQ,0.002766971,150,0.138632163,0.444083803,0.487069351,0.106263823,73,99.23333333,TRUE
257,dGMoe8W5ceZGkqPakfzJaA,0.005143572,104,0.096118299,0.422084689,0.493278566,0.053982509,66,84.39423077,TRUE
258,wb-lwMDHNh2WauYd0PiDwA,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,TRUE
259,ajm1sqPC1a4zhewZaw8aDQ,0.004332085,70,0.064695009,0.408203707,0.89068323,0.047882445,66,103.9428571,TRUE
260,D6E8eqy3cn3U2iaHCXbo0w,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,TRUE
261,msMM-KjV9g5xfPkWdp_xLw,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,FALSE
262,LokM55TeumlIKHlnpv9ZHg,0.005909013,82,0.075785582,0.416489532,0.675097862,0.049246102,66,93.46341463,TRUE
263,japrIpcgwVzttf5uDwo6VA,0.002766971,150,0.138632163,0.444083803,0.487069351,0.106263823,73,99.23333333,FALSE
264,JEqWrZyCWzptXxvZGzLv1g,0.004218538,92,0.085027726,0.424759497,0.584089823,0.049992879,66,88.47826087,TRUE
265,NNyF3mgn9MLYTWPcznHQdA,0.001268141,100,0.092421442,0.417180801,0.606666667,0.062155317,66,96.6,TRUE
266,QQbUf3pDMwVhzDxOGhCU4w,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,TRUE
267,-3yID57d0cMpYZZr13CTHw,0.000595236,71,0.065619224,0.408867723,0.884507042,0.050031844,66,106.8873239,FALSE
268,MRJ3f9ftGH1vlvbVIfVpUw,0.004351787,109,0.100739372,0.425838937,0.487767584,0.055976671,66,83.23853211,TRUE
269,DLrxn_sdppjWXBS78LEJsQ,0.003485557,134,0.123844732,0.438467392,0.563124228,0.102375261,73,105.2164179,TRUE
270,Sw7KuD0QqtGkS9X4nUwjZQ,0.012576031,168,0.155268022,0.461618793,0.422226975,0.11262965,73,96.23214286,TRUE
271,QxlFJYRYJoeDoF82XDyLxw,0,66,0.060998152,0.401039382,1,0.047785728,66,109.2121212,TRUE
272,eNqC11NjtFk5HZ7yvn1eSg,0.0027019,114,0.105360444,0.434676061,0.491693836,0.067332997,66,92.86842105,FALSE
273,7BzsYgvFjlC8GAxJHo09Dw,0.003560064,68,0.06284658,0.401359573,0.942054434,0.047796605,66,106.0294118,TRUE
274,NBuRmwDNdYoFq5CP-jlyzQ,0,4,0.003696858,0.307745862,1,0.000108741,4,30.75,TRUE
275,Bx3HdnM8X2Zzw9RBHITj2A,0,4,0.003696858,0.307745862,1,0.000108741,4,30.75,TRUE
276,KqgeyLdYbfsd9veyR6UGtw,0.007214926,61,0.056377079,0.383449935,0.36010929,0.002798827,30,34.55737705,TRUE
277,QopG-46G0EIeePT8q-4JtQ,0.007960197,53,0.048983364,0.427832226,0.424528302,0.007146866,31,53.0754717,TRUE
278,qKveGgmo0xRqNVf60ww3_g,1.71E-05,5,0.004621072,0.310693983,0.7,0.000139927,4,34,TRUE
279,zzhzW3DImwhSwpcK1Yuy7Q,0.000975381,36,0.033271719,0.378683891,0.688888889,0.013952933,29,71.41666667,TRUE
280,NHke_s0BtTvv_IKGMeBklw,0.009207572,46,0.042513863,0.413237045,0.500483092,0.006355776,31,53.69565217,TRUE
281,6TR6mvRwfmvW6A77j3sllg,0.035899028,120,0.11090573,0.456380268,0.259663866,0.021859426,52,56.175,TRUE
282,Fm1Db2rmirrHXoHJgfErXQ,0.00338835,84,0.077634011,0.437894482,0.525530694,0.016869844,52,68.96428571,TRUE
283,CI7v3zgHIau9KFthWOS-IA,0.004393462,43,0.03974122,0.386992198,0.534883721,0.004234858,30,45.79069767,TRUE
284,IFwOI7zFph0iwPl-pkyL_g,0.005508363,46,0.042513863,0.408701516,0.517874396,0.005389787,31,51.41304348,TRUE
285,ChpD84anxG4iqE81q27R3g,0,31,0.028650647,0.392430027,1,0.004798116,31,63.87096774,TRUE
286,oZTIr0ND8cA2qULaLcZKOQ,0,31,0.028650647,0.392430027,1,0.004798116,31,63.87096774,TRUE
287,3LobJ-9Pxbc_oSikjCs2tA,0,31,0.028650647,0.392430027,1,0.004798116,31,63.87096774,FALSE
288,QYwnYMzjXESzEjc-yAHC1A,0.003484767,44,0.040665434,0.418396059,0.5602537,0.007700821,31,58.86363636,TRUE
289,rHkS1Lnz2VyHJez6Ppa3-w,0,31,0.028650647,0.392430027,1,0.004798116,31,63.87096774,TRUE
290,SzrOPlW4u7iZKu65JrDp7g,0.010808582,69,0.063770795,0.41770076,0.408780904,0.00685404,31,49.23188406,TRUE
291,b8JgIFxDXgzKAkgx8WcGig,0.005919241,60,0.055452865,0.405242132,0.514124294,0.005337709,31,50,TRUE
292,-C-eTa4gT0X7Bt8rXTsz1A,0.008529751,46,0.042513863,0.401680276,0.52173913,0.006101068,31,50.54347826,TRUE
293,zBG2vQ0A6F5HQkv_aeWfAQ,0,31,0.028650647,0.392430027,1,0.004798116,31,63.87096774,TRUE
294,y8iabIrlbl_zTbHkSScLLw,0.010873411,116,0.107208872,0.460772562,0.336131934,0.025402411,52,67.36206897,TRUE
295,u-JyVztsrx2f9sZKm5FvWQ,0.004147129,41,0.037892791,0.397079672,0.6,0.005939971,31,54.19512195,TRUE
296,0WfKcgXS6fnfkUJ4qLf3dw,0.008132063,53,0.048983364,0.40573274,0.417271408,0.006393108,31,47.62264151,FALSE
297,ZEj0nVt7DXRv_kwJas_ilA,0.00170717,57,0.052680222,0.429477031,0.536340852,0.011629925,31,63.03508772,FALSE
298,yZiV6fBKOuD7vX0NhpNDjQ,0.008349687,53,0.048983364,0.414088027,0.465166909,0.011348108,31,59.30188679,TRUE
299,UqPxLgxzLwjOWEBsSnF4ug,0,31,0.028650647,0.392430027,1,0.004798116,31,63.87096774,TRUE
300,Yly8lmMDbqqznWJxpez2hA,0,31,0.028650647,0.392430027,1,0.004798116,31,63.87096774,TRUE
301,VErgzjUEsusmil_DR4IYbw,0,31,0.028650647,0.392430027,1,0.004798116,31,63.87096774,TRUE
302,q5_bVMRJnhOAIkHwfZ3QVA,0.001711708,52,0.04805915,0.407872507,0.537707391,0.006324757,31,55.46153846,TRUE
303,F7iJ8Nomakm2yZ2kMsh51g,0.012980544,54,0.049907579,0.403453343,0.436757512,0.005919978,31,46.57407407,TRUE
304,xQWfaN75HU8tGuTV5GjLZw,0,12,0.011090573,0.34174226,1,0.001617185,12,45.08333333,TRUE
305,KD1vk9C94vKc8Pr_gF6VHg,0.007599888,111,0.1025878,0.430765094,0.48992629,0.070584968,73,89.88288288,TRUE
306,ZqlDQ3tSfOGJywiMdFOq9w,0.0049502,63,0.058225508,0.411714058,0.418330773,0.009243021,37,52.98412698,TRUE
307,83vJjEwNJjoGANql4agNrQ,0.006926335,82,0.075785582,0.428927359,0.31044866,0.019195509,28,59.79268293,TRUE
308,iO7Gzv9ELqumvuFChf08uw,0.004055344,53,0.048983364,0.413067268,0.401306241,0.010551949,28,53.41509434,TRUE
309,r_F1jMySiWH2qpaNVvORJg,0.000360013,37,0.034195933,0.390600517,0.684684685,0.008992402,28,63.67567568,FALSE
310,8_S5aWubnOoukcuElJv4mg,0.000360013,37,0.034195933,0.390600517,0.684684685,0.008992402,28,63.67567568,TRUE
311,WgBpGcBfXdxGVnLPwuL8XA,0,12,0.011090573,0.34174226,1,0.001617185,12,45.08333333,TRUE
312,93pPl3Ay53hXHK-i129hWg,0,12,0.011090573,0.34174226,1,0.001617185,12,45.08333333,FALSE
313,cG08p37d-YeY2HCEUEjrnA,0,12,0.011090573,0.34174226,1,0.001617185,12,45.08333333,TRUE
314,bVzxcFYr95ovU8-ZbGqXXw,0,1,0.000924214,0.296404991,0,7.62E-05,1,53,TRUE
315,8RXIwWR34JunHKd00UU4wA,0,1,0.000924214,0.304853163,0,0.000703049,1,104,TRUE
316,zZPhYSjAtc91v_wePw6xyw,0.000644928,37,0.034195933,0.372510459,0.56006006,0.012401674,23,64.56756757,FALSE
317,80jt2HrqXA5jqlMOhfpPhQ,0,23,0.021256932,0.343846009,1,0.003500626,23,45.52173913,TRUE
318,s35elIXzRYBaAbtVxirhJg,0.000528315,34,0.03142329,0.369498615,0.570409982,0.008740762,23,57.02941176,TRUE
319,SELaTs8dbe8Pi_eLOAP7DA,0,23,0.021256932,0.343846009,1,0.003500626,23,45.52173913,TRUE
320,1J4oIGwti2AY76VfkbUIow,0,23,0.021256932,0.343846009,1,0.003500626,23,45.52173913,TRUE
321,XyigSRCVBvYcYptKQcCtiw,0,23,0.021256932,0.343846009,1,0.003500626,23,45.52173913,TRUE
322,9arOySj0jn0OytLCDF_SlQ,0.004346104,66,0.060998152,0.411040773,0.328671329,0.019412374,28,61.15151515,TRUE
323,m9D6h0NRuVSQkFpyLZQcpQ,0.002036319,45,0.041589649,0.38624884,0.491919192,0.005635197,23,48.42222222,TRUE
324,2LYLnSVja3u921WP_2Jo6w,0,23,0.021256932,0.343846009,1,0.003500626,23,45.52173913,TRUE
325,C9LQUzdJZnyxS6eS955mBA,0.001518315,32,0.029574861,0.357541156,0.586693548,0.003774875,23,38.96875,TRUE
326,dwr8z1uVvXPrl5kWfIiNFw,0,23,0.021256932,0.343846009,1,0.003500626,23,45.52173913,FALSE
327,6zRmrhf8lTFBiTBD5BWyyA,0,23,0.021256932,0.343846009,1,0.003500626,23,45.52173913,TRUE
328,pWVmflWPVF_sBcUgkmCnJg,0,23,0.021256932,0.343846009,1,0.003500626,23,45.52173913,TRUE
329,CqarduQ_CzO-YnYIStPvDg,0.002791869,35,0.032347505,0.366936398,0.494117647,0.003869098,23,37.54285714,TRUE
330,F28hU1PcFmsEYyvG_eFEMw,0,23,0.021256932,0.343846009,1,0.003500626,23,45.52173913,FALSE
331,t2xjqC2y3Wwx1iGiQ-c6sA,0,23,0.021256932,0.343846009,1,0.003500626,23,45.52173913,TRUE
332,Fe909fdc0sP8X19FPMJliw,0.000527241,25,0.02310536,0.345025988,0.85,0.003582389,23,43,TRUE
333,QVLo-oLz3-fmDINKHQofvQ,0,22,0.020332717,0.355769897,1,0.002194048,22,53.5,TRUE
334,_tBkysAUsKNoki7Gmvi1ug,0.001006614,31,0.028650647,0.375151392,0.580645161,0.003528836,22,48.87096774,TRUE
335,EpnLqyTKwo8Tn8j_w2ZVkg,0,22,0.020332717,0.355769897,1,0.002194048,22,53.5,FALSE
336,t714WoGjdRWPvzMMN-a1XA,0.00143286,73,0.067467652,0.418744577,0.601598174,0.014077716,52,68.04109589,TRUE
337,9862JpPpbMcRjGztDWYZyg,0.000928692,32,0.029574861,0.383889168,0.568548387,0.005303937,22,55.03125,FALSE
338,Z7Zc3jNbiww53oK5aqUI3Q,0.000542991,36,0.033271719,0.366668756,0.552380952,0.002910896,22,45.41666667,FALSE
339,Nz7NGcbodsKfEc2GbfWSRw,0,22,0.020332717,0.355769897,1,0.002194048,22,53.5,TRUE
340,2aEM6Ae3rPQFPLw2lnp8Uw,0,22,0.020332717,0.355769897,1,0.002194048,22,53.5,FALSE
341,X45hvN2Z1gh5R4dPgXbVyQ,0.000437233,24,0.022181146,0.357795633,0.851449275,0.002262871,22,51.33333333,TRUE
342,lYgJt5XnKTEjnBPx-aEztw,0.006058569,75,0.069316081,0.419268445,0.372972973,0.010411165,37,52.6,TRUE
343,KOc8j0fHB1YHQCj43IMODA,0,22,0.020332717,0.355769897,1,0.002194048,22,53.5,TRUE
344,jXeVBenJoyfwtXwIsyvgvg,0,22,0.020332717,0.355769897,1,0.002194048,22,53.5,TRUE
345,8-gMpvexcH1mrApghRiAhA,0.009687307,84,0.077634011,0.427650247,0.466724039,0.01448312,52,61.38095238,TRUE
346,xFz5u2Tgv1RYmqYZ9kUFFQ,0.003563263,102,0.094269871,0.437323067,0.436420113,0.018792941,52,64.30392157,TRUE
347,D9AE4WKccIb_acUbAEKBDg,0.004775224,70,0.064695009,0.411882724,0.413250518,0.023335122,38,68.75714286,TRUE
348,LKC5JBTHlt105vaDeeZinA,0.002742408,58,0.053604436,0.394586236,0.555958863,0.007859554,37,56,TRUE
349,S-B0LVP2shyyX5Fkhmx30A,0,22,0.020332717,0.355769897,1,0.002194048,22,53.5,TRUE
350,GbYXYeNV9Q7q_AGOwRueRA,0,22,0.020332717,0.355769897,1,0.002194048,22,53.5,TRUE
351,9lF6-JrS2PvTkw9KVxn3Yg,0.000153596,5,0.004621072,0.347290408,0.4,0.001806048,4,77.4,TRUE
352,vW_krCghxf4GYPRfkgZ06A,8.33E-05,7,0.006469501,0.366936398,0.571428571,0.003393829,5,96.71428571,TRUE
353,2Yd7GEhU7uqzraztlLpWKQ,0,5,0.004621072,0.339549385,1,0.00277412,5,90.4,TRUE
354,Tx0rMHLcKI7IgWrLUaGPxg,0,19,0.017560074,0.364409471,1,0.001846552,19,44.52631579,TRUE
355,Ul2QB8Aix9ATXL1xgPSq8w,0,19,0.017560074,0.364409471,1,0.001846552,19,44.52631579,TRUE
356,OCmUiw241pE_nqFmjDiicw,0.007384392,59,0.054528651,0.400241135,0.381063705,0.004757079,30,41.57627119,TRUE
357,nva6UyHdP7vKk3Uswm02IQ,0,19,0.017560074,0.364409471,1,0.001846552,19,44.52631579,TRUE
358,tH-TyKlo4NpmL8p0wguhSw,0.0012958,20,0.018484288,0.365602084,0.9,0.001846969,19,42.6,TRUE
359,Lpy2yLyOu8oep28P3wmuKw,0,19,0.017560074,0.364409471,1,0.001846552,19,44.52631579,TRUE
360,-r8tyHl7sOS6eeyY8LetfA,0.004783088,33,0.030499076,0.379684943,0.409090909,0.002405611,19,33.51515152,FALSE
361,jIOJ_07iD0KJj8SUyVZl1Q,0,19,0.017560074,0.364409471,1,0.001846552,19,44.52631579,TRUE
362,UTXq5fYPfWHowOaxcBYWCw,0,19,0.017560074,0.364409471,1,0.001846552,19,44.52631579,TRUE
363,95RAoc1wnt2rs28Wfs6_1Q,0.000722709,22,0.020332717,0.367070365,0.753246753,0.002008852,19,42.63636364,TRUE
364,t3-oreHfx5CTZRM5jUcT4A,0.00956148,63,0.058225508,0.423864136,0.335893497,0.014128025,29,54.01587302,TRUE
365,Y_5uCm9VCPnGMnIKJyvGWg,0,19,0.017560074,0.364409471,1,0.001846552,19,44.52631579,TRUE
366,yxvh7Hi4OwTiNqEjCMBvXQ,0.003243078,26,0.024029575,0.383596234,0.563076923,0.003102287,19,44.80769231,TRUE
367,8te-55rm06qO4BSqCYsDNA,0.001841387,42,0.038817006,0.412220472,0.507549361,0.009181029,23,61.85714286,FALSE
368,mV2qIJvhYuHTI0_to25nrQ,0,19,0.017560074,0.364409471,1,0.001846552,19,44.52631579,TRUE
369,Q2AMxNME0cg44U5Vwn7cRQ,0.000140788,20,0.018484288,0.365602084,0.9,0.001861872,19,42.9,TRUE
370,YpyXBJA8L1tmf7RKhtTD4Q,0,9,0.00831793,0.316264778,1,0.000314088,9,25.77777778,TRUE
371,g9ZnEwEhg8uA2OUGFwtxNQ,0.00433735,47,0.043438078,0.404915719,0.444033302,0.011124108,28,59.04255319,TRUE
372,Zqs_uU5GA-VYJlv0zU-MOw,0.004323856,41,0.037892791,0.405405536,0.432926829,0.00934908,23,61.24390244,TRUE
373,7MR_z-tvbr9Cu81J66OJPw,0,9,0.00831793,0.316264778,1,0.000314088,9,25.77777778,TRUE
374,jNmwVOa8Kzx1D2UXQUnkpA,0,9,0.00831793,0.316264778,1,0.000314088,9,25.77777778,TRUE
375,8dffA5BvuWXc2kydEImL-g,0,9,0.00831793,0.316264778,1,0.000314088,9,25.77777778,TRUE
376,KRIaEUoIK1bMUJg8u1E75Q,0.000613954,15,0.013863216,0.347650667,0.485714286,0.001144391,9,31.06666667,TRUE
377,fCtJLhCiCNx6r_Ly9t6dCg,0,9,0.00831793,0.316264778,1,0.000314088,9,25.77777778,TRUE
378,jKtlmVwJiILyVUIW87E1hw,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
379,55J_rNyR7HW8aDs0zJDiTg,0.002889594,36,0.033271719,0.339549385,0.706349206,0.00088821,30,35.02777778,TRUE
380,ug3VPl7gLekLaNehzwvxPA,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
381,VMwY9g_Ua2b-gwZ8heGjzA,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
382,2N_CsFJdBNqSQY5uSsHbvA,0.003901519,48,0.044362292,0.364806143,0.508865248,0.002955193,30,37.25,TRUE
383,HsjuABeTZd64uegUZiqcoQ,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
384,9HKkqqfMk5XYdFzqCqLJ9g,0.004432594,42,0.038817006,0.3541408,0.576074332,0.001253549,30,35.5952381,TRUE
385,xT1MO7MLMp3jK4XT1LXiKA,0.002133927,39,0.036044362,0.344081359,0.619433198,0.001346699,30,34,TRUE
386,Rx-1jd5iQaOas3YdpC156Q,0.001781742,31,0.028650647,0.329533179,0.935483871,0.000668345,30,37.03225806,TRUE
387,Q5ZaHKunlrYft4pIJnhLNA,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
388,DJVxZyWo5PKapsLNPjCL3g,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,FALSE
389,OGABrBa2EPEn2ISo1uDUJw,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
390,kFgZU_gT1TvaPSCkYyf1Sg,0.006006283,39,0.036044362,0.333357338,0.636977058,0.000696614,30,31.84615385,TRUE
391,V0iK8NaEZdcT50J66E3PtA,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
392,ERJ_kLFvO3v3miOCy1I0aw,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
393,HN_P-QEpETCKpuIH9XFKGw,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
394,pCIKGjCO2HQM8fGagQHZiA,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
395,QRKbfnwa4VtiaU2pUeFLRg,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
396,Tu7-YRjQRl9xOU5IFw8rXA,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
397,zXR9WUVpo-PF8xH5SmQ_xA,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
398,FWi8xLHS62E-pwE6G0qi2g,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
399,90I-o3i_sulkzOkFXwUKQA,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
400,ZG_DMSNhXhQoQlFBx_qK0w,0.004348386,47,0.043438078,0.364673823,0.529139685,0.002953342,30,37.76595745,FALSE
401,EP1B17h53eczD75uQvKpMg,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
402,cdkF32l0DBTdWxq0S_qkKg,0,30,0.027726433,0.329425206,1,0.000668269,30,38.26666667,TRUE
403,Bd_TreWDxPlewyo4T46n2g,0,2,0.001848429,0.300031552,1,0.000589286,2,42,TRUE
404,2EKfKOBIuLiCjnXv3fltrQ,0,2,0.001848429,0.300031552,1,0.000589286,2,42,TRUE
405,ykn0TT8_72yOJLlgPChjyw,0.000842071,26,0.024029575,0.379112266,0.796923077,0.007651428,23,64.03846154,TRUE
406,Eyks6H-tMwXyLH95cmrwkA,0.001392983,24,0.022181146,0.378969367,0.916666667,0.00693824,23,66.16666667,TRUE
407,hsb44rBNzpNpntjGMQBU6w,0,23,0.021256932,0.377830038,1,0.006937256,23,68.7826087,TRUE
408,FNxdBzSPNCHzA2FXBiW9NQ,0,23,0.021256932,0.377830038,1,0.006937256,23,68.7826087,TRUE
409,8_N-ADFdS-aYLO_fdNaCpw,0.003081492,39,0.036044362,0.400560052,0.44534413,0.00913858,23,54.97435897,TRUE
410,YqcuQo15ZOofCMtabalkTw,0.000956427,38,0.035120148,0.399287423,0.483641536,0.009967821,23,61.78947368,TRUE
411,QPsNlmETw14k-_RqX-RULw,0.000952432,24,0.022181146,0.378256482,0.916666667,0.006942239,23,66.04166667,FALSE
412,sEy-T1JcWDPy7nJBVWDpaw,0.000850284,26,0.024029575,0.381413403,0.787692308,0.007173872,23,63.03846154,TRUE
413,CoaTh4wV5NIzYja3r85YZQ,0,23,0.021256932,0.377830038,1,0.006937256,23,68.7826087,TRUE
414,KWJiOihr3-gUqBkWsfd5hQ,0.003597298,26,0.024029575,0.383449935,0.790769231,0.007094309,23,63.53846154,TRUE
415,vF4LrrUIkCemBpSpO39ukQ,0.001781742,24,0.022181146,0.377972079,0.916666667,0.006938037,23,65.91666667,TRUE
416,ojUzLZogbt7rNnmSEm1Bdg,7.27E-05,24,0.022181146,0.382283548,0.916666667,0.007001952,23,67.45833333,TRUE
417,RTKYidJ6nmw0chY3K3zh2g,3.88E-05,24,0.022181146,0.381268764,0.923913043,0.007501502,23,69.79166667,TRUE
418,lYNVfn3o7tTqSAPTaBLAWA,0.001787696,4,0.003696858,0.298163028,0.166666667,0.000472165,3,27,TRUE
419,6TfRsfmzq50iCNF1ApTRIg,0,73,0.067467652,0.395362065,1,0.065769457,73,115.8219178,TRUE
420,ckhP2IZvr1ah6VuLRwB7Cw,0.003274342,98,0.090573013,0.408369509,0.638123291,0.074457808,73,101.4285714,TRUE
421,HjkuUuzet3pA4cS7VtSf2A,0,73,0.067467652,0.395362065,1,0.065769457,73,115.8219178,TRUE
