,Unnamed: 0,attributes.Accepts Credit Cards,attributes.Accepts Insurance,attributes.Ages Allowed,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.Attire,attributes.BYOB,attributes.BYOB/Corkage,attributes.By Appointment Only,attributes.Caters,attributes.Coat Check,attributes.Corkage,attributes.Delivery,attributes.Dietary Restrictions.dairy-free,attributes.Dietary Restrictions.gluten-free,attributes.Dietary Restrictions.halal,attributes.Dietary Restrictions.kosher,attributes.Dietary Restrictions.soy-free,attributes.Dietary Restrictions.vegan,attributes.Dietary Restrictions.vegetarian,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Good For Dancing,attributes.Good For Groups,attributes.Good For.breakfast,attributes.Good For.brunch,attributes.Good For.dessert,attributes.Good For.dinner,attributes.Good For.latenight,attributes.Good For.lunch,attributes.Good for Kids,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.asian,attributes.Hair Types Specialized In.coloring,attributes.Hair Types Specialized In.curly,attributes.Hair Types Specialized In.extensions,attributes.Hair Types Specialized In.kids,attributes.Hair Types Specialized In.perms,attributes.Hair Types Specialized In.straightperms,attributes.Happy Hour,attributes.Has TV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.video,attributes.Noise Level,attributes.Open 24 Hours,attributes.Order at Counter,attributes.Outdoor Seating,attributes.Parking.garage,attributes.Parking.lot,attributes.Parking.street,attributes.Parking.valet,attributes.Parking.validated,attributes.Price Range,attributes.Smoking,attributes.Take-out,attributes.Takes Reservations,attributes.Waiter Service,attributes.Wheelchair Accessible,attributes.Wi-Fi,business_id,categories,city,full_address,hours.Friday.close,hours.Friday.open,hours.Monday.close,hours.Monday.open,hours.Saturday.close,hours.Saturday.open,hours.Sunday.close,hours.Sunday.open,hours.Thursday.close,hours.Thursday.open,hours.Tuesday.close,hours.Tuesday.open,hours.Wednesday.close,hours.Wednesday.open,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
34520,34520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,2.0,,,,,True,,BsBu0_Xvp76Kbsii_V9Kcw,"['Thrift Stores', 'Shopping']",Edinburgh,"6 Bruntsfield Place
The Meadows
Edinburgh EH10 4HN",17:30,09:30,17:30,09:30,17:30,09:30,,,17:30,09:30,17:30,09:30,17:30,09:30,55.9402294,-3.2042947,Thrift Shop,"['The Meadows', 'Bruntsfield']",True,3,3.5,EDH,business
34521,34521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,2.0,,,,,True,,dSW0uiAk7kYJ3UzFvFxtRw,"['Shopping', 'Cosmetics & Beauty Supply', 'Beauty & Spas']",Edinburgh,"11 Princes Mall
Waverley Bridge
Old Town
Edinburgh EH1 1BQ",18:00,09:00,18:00,09:00,18:00,09:00,17:00,11:00,19:00,09:00,18:00,09:00,18:00,09:00,55.95263129999999,-3.1912938,The Body Shop,['Old Town'],True,6,4.5,EDH,business
34522,34522,True,,,none,,,,,,,,,,casual,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,,,,,,,False,,,,,,,,,,False,False,False,False,False,False,3.0,no,,False,,True,no,Yg-igagyaX-89nyLKS7RYA,"['Food', 'Coffee & Tea', 'Cafes', 'Restaurants']",Edinburgh,"14 Marischal Place
Edinburgh EH4 3NF",16:30,09:30,16:30,09:30,17:00,09:00,16:00,11:00,16:30,09:30,16:30,09:30,16:30,09:30,55.9573819,-3.2496302000000004,The Cafe Citron,[],True,4,4.0,EDH,business
34523,34523,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,3.0,,,,,True,,pr048zBSuTyt4gpeJxF2rQ,"['Flowers & Gifts', 'Shopping', 'Jewelry']",Edinburgh,"89 High Street
The Royal Mile
Old Town
Edinburgh EH1 1SG",17:30,10:00,17:30,10:00,17:30,10:00,16:30,12:00,17:30,10:00,17:30,10:00,17:30,10:00,55.950346200000006,-3.1863504000000002,Tappit Hen,"['Old Town', 'Royal Mile']",True,6,3.5,EDH,business
34524,34524,True,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0_iCK7b_8eaUJVwWm42DIQ,"['Health & Medical', 'Shopping', 'Drugstores']",Edinburgh,"7-9 Deanhaugh Street
Stockbridge
Edinburgh EH4 1LU",,,,,,,,,,,,,,,55.95852239999999,-3.2100873,Lloyds Pharmacy,['Stockbridge'],True,3,4.0,EDH,business
34525,34525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b-_cuEUIXLJQvJM36az9vA,"['Food', 'Convenience Stores']",Edinburgh,"236 Portobello High Street
Edinburgh EH15 2AU",10:00,07:00,10:00,07:00,10:00,07:00,10:00,07:00,10:00,07:00,10:00,07:00,10:00,07:00,55.9521566,-3.1115091,Kost Konscious,[],True,3,3.0,EDH,business
34526,34526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,pNru276cd7PJ4vV7ubYk5Q,"['Food', 'Coffee & Tea', 'Sandwiches', 'Restaurants']",Edinburgh,"1 Montagu Terrace
Leith
Edinburgh EH3 5QX",17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,55.9710966,-3.2086044,Muffins Coffee House,['Leith'],True,4,4.5,EDH,business
34527,34527,True,,,,,,,,,,,,,casual,,,,True,,,False,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,2.0,,True,True,True,,no,FTLOCnLMl1Jeo8uIICLf3g,"['Chinese', 'Restaurants']",Edinburgh,"4-5 Bruntsfield Place
The Meadows
Edinburgh EH10 4HN",00:30,17:30,00:00,17:30,00:30,17:30,00:00,17:30,00:00,17:30,00:00,17:30,00:00,17:30,55.9400694,-3.2045293,New Lee On,"['The Meadows', 'Bruntsfield']",True,6,3.5,EDH,business
34528,34528,True,,,,,,,,,,,,,,,,False,,,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,False,False,True,False,,2.0,,,,,True,,F-h9vlQqXZNaRQZPItT7dA,"['Arts & Entertainment', 'Shopping', 'Arts & Crafts', 'Art Galleries', 'Event Planning & Services', 'Cards & Stationery', 'Flowers & Gifts']",Edinburgh,"42 Victoria Street
Grassmarket
Edinburgh EH1 2JW",17:30,10:30,17:30,10:30,18:00,10:00,17:00,11:00,17:30,10:30,17:30,10:30,17:30,10:30,55.9485550218361,-3.1943335034750198,The Red Door Gallery,"['Grassmarket', 'Old Town']",True,14,4.5,EDH,business
34529,34529,True,,,full_bar,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,3.0,,False,,,,,OMp6awxr8Azh3P30endTgA,"['Food', 'Beer, Wine & Spirits', 'Grocery']",Edinburgh,"56-60 Hamilton Place
Stockbridge
Edinburgh EH3 5AZ",22:00,08:00,22:00,08:00,22:00,08:00,20:00,09:00,22:00,08:00,22:00,08:00,22:00,08:00,55.9591274,-3.2070307000000002,Scotmid Co-operative,['Stockbridge'],True,4,3.5,EDH,business
34530,34530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7A8-AvxpEmA29fgoY3_W7g,"['Discount Store', 'Shopping', 'Cosmetics & Beauty Supply', 'Drugstores', 'Beauty & Spas']",Edinburgh,"136 Portobello High St
Edinburgh EH15 1AH",,,,,,,,,,,,,,,55.953262800000005,-3.1149923999999998,Semi-Chem,[],True,3,3.5,EDH,business
34531,34531,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1.0,,,,,True,,lz0yvWK_klLhPpnhAUn9-A,"['Thrift Stores', 'Shopping', 'Used, Vintage & Consignment', 'Local Services', 'Fashion', 'Community Service/Non-Profit']",Edinburgh,"30 Raeburn Place
Stockbridge
Edinburgh EH4 1HN",17:00,09:00,17:00,09:00,17:00,09:00,,,17:00,09:00,17:00,09:00,17:00,09:00,55.9590762,-3.2111639,Cancer Research UK,['Stockbridge'],True,5,4.0,EDH,business
34532,34532,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,2.0,,False,,,True,,aIC7pT6HVkhzC6-DI4bKKw,"['Food', 'Beer, Wine & Spirits']",Edinburgh,"176 Bruntsfield Place
Bruntsfield
Edinburgh EH10 4DF",22:00,10:00,21:00,12:00,22:00,10:00,21:00,12:30,22:00,11:00,21:00,12:00,22:00,11:00,55.936191799999996,-3.2091534,Oddbins,['Bruntsfield'],True,14,4.5,EDH,business
34533,34533,True,,,,False,False,False,False,False,False,False,False,False,casual,,,,,,,True,,,,,,,,,,,True,False,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,average,,,False,False,False,False,False,False,2.0,,True,False,True,,no,O0kzMnnv9kgRu5WhuS7bLQ,"['Chinese', 'Restaurants']",Edinburgh,"44 Ratcliffe Terrace
Marchmont
Edinburgh EH9 1ST",23:30,12:00,23:30,17:00,00:30,12:00,,,23:30,12:00,23:30,12:00,23:30,12:00,55.9335105,-3.1781892000000003,Kwok Brasserie,['Marchmont'],True,4,4.5,EDH,business
34534,34534,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,2.0,,,,,True,free,bmsABmCLIEDYxF8B7PCy6A,"['Books, Mags, Music & Video', 'Shopping', 'Bookstores']",Edinburgh,"128 Princes Street
New Town
New Town
Edinburgh EH2 4AD",19:00,09:00,19:00,09:00,19:00,09:00,18:00,10:30,19:00,09:00,19:00,09:00,19:00,09:00,55.950801121642506,-3.20472883672894,Waterstones,['New Town'],True,20,4.0,EDH,business
34535,34535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nz3mT9_jfRZr33JQ4DDTcQ,"['Hotels & Travel', 'Guest Houses']",Edinburgh,"42 Minto Street
Newington
Edinburgh EH9 2BR",,,,,,,,,,,,,,,55.93622070000001,-3.1769289,Sherwood Guest House,['Newington'],True,3,4.5,EDH,business
34536,34536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jOQkRRr-3rqqX1nLilvyMA,"['Elementary Schools', 'Education']",Edinburgh,"Lauriston Place
Old Town
Edinburgh EH3 9EQ",,,,,,,,,,,,,,,55.945922499999995,-3.1946586,George Heriot's School,['Old Town'],True,3,4.0,EDH,business
34537,34537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,UDFzpV0hr2rFw9fVl9npCw,"['Hardware Stores', 'Shopping', 'Home & Garden']",Edinburgh,"83 Morrison Street
West End
Edinburgh EH3 8BU",17:30,08:30,17:30,08:30,17:30,09:00,,,17:30,08:30,17:30,08:30,17:30,08:30,55.945723730023005,-3.2092608088497,Murray's Tool Store,['West End'],False,5,4.5,EDH,business
34538,34538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CJOxd59MC9xXdbGIU-DtnA,"['Animal Shelters', 'Pets', 'Pet Stores']",Edinburgh,"135 Comiston Road
Morningside
Edinburgh EH10 6AQ",,,,,,,,,,,,,,,55.921724100000006,-3.2113197,Paws Here,['Morningside'],True,4,4.0,EDH,business
34539,34539,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,,2.0,,,,,True,,-c82ZQHqSLPKC1llWHAjGw,"['Fashion', 'Shopping', 'Shoe Stores']",Edinburgh,"117 Bruntsfield Place
Bruntsfield
Edinburgh EH10 4EQ",18:00,09:30,18:00,09:30,18:00,09:30,17:00,12:30,18:30,09:30,18:00,09:30,18:00,09:30,55.93677579999999,-3.2072708999999997,Ooh! Ruby Shoes,['Bruntsfield'],True,8,4.0,EDH,business
34541,34541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bZYhV22ed7UOT04dcLZrjA,"['Active Life', 'Leisure Centers']",Edinburgh,"10 Bowmont Place
Newington
Edinburgh EH8 9RY",,,,,,,,,,,,,,,55.94416379999999,-3.1794894,The Crags Centre,['Newington'],True,3,5.0,EDH,business
34542,34542,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,2.0,,,,,True,,cwCihNcaCAuVDRtE_vlxkA,"['Arts & Entertainment', 'Shopping', 'Books, Mags, Music & Video', 'Bookstores', 'Festivals', 'Local Flavor']",Edinburgh,"A 5 Charlotte Sq
New Town
Edinburgh EH2 4DR",,,,,,,,,,,,,,,55.952538399999995,-3.2082189999999997,Edinburgh International Book Festival,['New Town'],True,16,4.5,EDH,business
34543,34543,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,3.0,,,,,True,,6KxgrcAdn90WBESSAeF-Vg,"[""Men's Clothing"", 'Sporting Goods', 'Fashion', 'Shopping']",Edinburgh,"270 Canongate
Old Town
Edinburgh EH8 8AA",18:00,10:00,18:00,10:00,18:00,10:00,,,19:00,10:00,18:00,10:00,18:00,10:00,55.950521499999994,-3.1836542999999997,Focus,"['Old Town', 'Royal Mile']",True,4,4.0,EDH,business
34546,34546,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,4.0,,True,,,,,vJSGkGg689R1BziewRFTSw,"['Fast Food', 'Restaurants']",Edinburgh,"108 Raeburn Place
Stockbridge
Edinburgh EH4 1HH",,,,,,,,,,,,,,,55.9593279,-3.2142644000000002,Green Kitchen,['Stockbridge'],True,8,2.5,EDH,business
34547,34547,True,,,,,,,,,,,,,,,,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,,1.0,,,,,True,,ftqdGV9nOlDQCIX3DBlxZQ,"['Department Stores', 'Fashion', 'Shopping']",Edinburgh,"St Johns Church
Princes Street
Old Town
Edinburgh EH2 4BJ",17:30,10:00,17:30,10:00,17:30,10:00,17:30,11:00,17:30,10:00,17:30,10:00,17:30,10:00,55.950142969419296,-3.20655941963196,One World Shop,['Old Town'],False,5,4.0,EDH,business
34548,34548,True,,,full_bar,,,,,,,,,,casual,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,quiet,,,False,False,False,False,False,,2.0,,True,,True,,,DABHsgUPVizGHtRIo-vL9g,"['Chinese', 'Restaurants']",Edinburgh,"155 Morningside Road
Morningside
Edinburgh EH10 4AX",,,,,,,,,,,,,,,55.929425699999996,-3.2096007,Pine Garden Chinese Restaurant,['Morningside'],False,7,3.0,EDH,business
34549,34549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,U2ul0mFG1hjnuqH4iztpOQ,"['Fashion', 'Shopping', 'Shoe Stores']",Edinburgh,"79 Princes Street
New Town
New Town
Edinburgh EH2 2ER",18:00,09:00,18:00,09:00,18:00,09:00,18:00,11:00,20:00,09:00,18:00,09:00,18:00,09:00,55.9520808,-3.1971227000000004,Clarks,['New Town'],False,7,3.5,EDH,business
34550,34550,True,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,,,,,,True,,5o4dz9gva2TPEuRSXjhY4g,"['Active Life', 'Swimming Pools']",Edinburgh,"Glenogle Road
Stockbridge
Edinburgh EH3 5JB",22:00,07:00,22:00,07:00,16:00,08:00,16:00,08:00,22:00,07:00,22:00,07:00,22:00,07:00,55.961019900000004,-3.2092201,Glenogle Swim Centre,['Stockbridge'],True,9,4.0,EDH,business
34551,34551,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,KB5QkoDxmpvKJjC5CXnFpA,"['Bakeries', 'Food']",Edinburgh,"198 Bruntsfield Place
Bruntsfield
Edinburgh EH10 4DF",,,,,,,,,,,,,,,55.9359982269543,-3.2097627339899,Greggs,['Bruntsfield'],True,6,3.5,EDH,business
34552,34552,True,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,2.0,,,,,True,,o0-eIAgwPUOh43ICG3xmrg,"['Shopping', 'Jewelry']",Edinburgh,"170 Bruntsfield Place
Bruntsfield
Edinburgh EH10 4ER",,,,,,,,,,,,,,,55.9363512,-3.2087496,Fabulous Jewels,['Bruntsfield'],True,7,3.0,EDH,business
34553,34553,True,,,full_bar,False,False,False,False,False,False,False,False,False,casual,,,,,False,,False,,,,,,,,False,,False,True,False,False,False,False,False,False,True,,,,,,,,,False,True,True,False,False,False,False,True,average,,,False,False,False,False,False,False,2.0,no,False,True,True,True,free,F_ASRRQjDpNx6bX4WqvpDA,"['Pubs', 'Bars', 'Restaurants', 'Nightlife', 'Gastropubs']",Edinburgh,"7 Belhaven Terrace
Morningside
Edinburgh EH10 5HZ",01:00,10:00,00:00,10:00,01:00,10:00,00:00,10:00,00:00,10:00,00:00,10:00,00:00,10:00,55.925283272533996,-3.2104215349618,Waiting Room,['Morningside'],True,12,3.5,EDH,business
34554,34554,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,3.0,,,,,True,,_xpo1nglnZXFcILW-4xMhw,"['Fashion', 'Shopping', 'Jewelry', 'Accessories']",Edinburgh,"99 Rose Street
New Town
Edinburgh EH2 3DT",17:30,09:30,17:30,09:30,17:30,09:30,17:00,10:00,17:30,09:30,17:30,09:30,17:30,09:30,55.9521543,-3.2011499,Palenque,['New Town'],True,6,3.5,EDH,business
34555,34555,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MItGY7pTnE_qWzmCHZh_-A,"['Local Services', 'Couriers & Delivery Services', 'Printing Services', 'Shipping Centers']",Edinburgh,"12 South Bridge
Newington
Edinburgh EH1 1DD",18:00,08:00,18:00,08:00,16:00,10:00,,,18:00,08:00,18:00,08:00,18:00,08:00,55.949670999999995,-3.1870713,Mail Boxes Etc. Edinburgh - Southbridge,"['Newington', 'Old Town']",True,3,3.5,EDH,business
34556,34556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lle0xHuI2GWFIVC7C1waFw,"['Active Life', 'Leisure Centers']",Edinburgh,"177 Colinton Road
Edinburgh EH14 1BZ",22:30,09:00,22:30,09:00,18:00,09:00,22:00,09:00,22:30,09:00,22:30,09:00,22:30,09:00,55.9231807,-3.2351593999999997,Craiglockhart Tennis & Sports Centre,[],True,3,4.5,EDH,business
34557,34557,True,,,,,,,,,,,,,,,,False,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,,2.0,,,,,True,,Xbw8s4gCu19aEYSNvl_Rlw,"['Local Services', 'Shopping', 'Jewelry', 'Watches', 'Watch Repair']",Edinburgh,"25 Frederick Street
New Town
Edinburgh EH2 2ND",17:30,09:30,17:30,09:30,17:30,09:00,17:00,12:00,19:00,10:00,17:30,09:30,17:30,09:30,55.952602600000006,-3.1998130000000002,Laing Edinburgh,['New Town'],True,5,4.5,EDH,business
34558,34558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UO-jg7BYB7gDuRDndKgKBQ,"['Local Services', 'Keys & Locksmiths', 'Shoe Repair', 'Home Services']",Edinburgh,"149 Lothian Road
Old Town
Edinburgh EH3 9AA",17:00,08:30,17:00,08:30,17:00,08:30,,,17:00,08:30,17:00,08:30,17:00,08:30,55.9453327,-3.2050049,Timpson,['Old Town'],True,5,3.0,EDH,business
34559,34559,True,,,full_bar,False,False,False,False,False,False,False,False,False,casual,,,,True,,,True,,,,,,,,,False,,True,False,False,False,False,False,False,True,,,,,,,,,,True,,,,,,,average,,,False,False,False,True,False,False,2.0,,True,True,True,True,no,zYJhXVjEzLz92PVjkos8mA,"['Fast Food', 'Chinese', 'Restaurants']",Edinburgh,"69-71 Slateford Road
Edinburgh EH11 1PR",00:00,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,16:30,55.935888,-3.2291355999999998,Taste Good,[],True,29,4.0,EDH,business
34560,34560,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,mpIqa5xV2ELhtP0tgPKgIA,"['Shopping', 'Fashion', 'Maternity Wear', 'Accessories']",Edinburgh,"4 Howe Street
New Town
Edinburgh EH3 6TD",18:00,10:00,18:00,10:00,18:00,10:00,17:00,11:00,18:00,10:00,18:00,10:00,18:00,10:00,55.9557498,-3.2023449,Pretty Pregnant,['New Town'],False,3,4.5,EDH,business
34561,34561,,,,,,,,,,,,,,casual,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1.0,,True,,,,,hSh0loErDwANcA82DmyzVw,"['Burgers', 'Restaurants']",Edinburgh,"10 Princes Street
New Town
Edinburgh EH2 2AN",,,,,,,,,,,,,,,55.9532831,-3.190187,Burger King,['New Town'],False,9,3.0,EDH,business
34562,34562,True,,,none,False,False,False,False,False,False,False,False,False,casual,,,,False,,,False,,,,,,,,,False,,True,False,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,average,,,False,False,False,False,False,False,1.0,,True,False,False,,no,FfpqjCdslxLQqeLoT4ws9w,"['Fast Food', 'American (Traditional)', 'Restaurants']",Edinburgh,"Waverley Railway Station
Old Town
Edinburgh EH1 1BB",23:00,07:30,23:00,07:30,23:00,07:30,23:00,07:30,23:00,07:30,23:00,07:30,23:00,07:30,55.951961499999996,-3.1899439999999997,Burger King,['Old Town'],True,7,3.5,EDH,business
34563,34563,True,,,full_bar,False,False,False,False,False,False,False,True,False,casual,,,,,False,,,,,,,,,,False,,True,True,,,,,,,False,,,,,,,,,False,False,False,False,False,False,True,False,average,,,False,False,False,True,False,,2.0,no,,False,,False,,i5xZH0BOCRWCA3EwJw8tug,"['Pubs', 'Jazz & Blues', 'Bars', 'Arts & Entertainment', 'Nightlife']",Edinburgh,"1A Chambers Street
Newington
Edinburgh EH1 1HR",03:00,17:00,03:00,17:00,03:00,14:30,03:00,17:00,03:00,17:00,03:00,17:00,03:00,17:00,55.9481725,-3.1869685000000003,The Jazz Bar,"['Newington', 'Old Town']",True,70,4.5,EDH,business
34564,34564,True,,,none,,,,,,,,,,casual,,,,,,,True,,,,,,,,,False,,True,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,True,False,,True,,jvHYL4erEPfYShLML4ROaA,"['Fast Food', 'Middle Eastern', 'Restaurants']",Edinburgh,"252 Gorgie Rd
Edinburgh EH11 2PL",01:00,16:00,00:00,16:00,01:00,16:00,00:00,16:00,00:00,16:00,00:00,16:00,00:00,16:00,55.9373965,-3.2349445,Kebab Express,[],True,4,5.0,EDH,business
34565,34565,True,,,full_bar,False,False,,False,False,False,False,False,False,casual,,,,,,,False,,,,,,,,False,,,True,False,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,quiet,,,False,,,,,,3.0,,False,True,True,False,free,6thw6oE4W40yo4nFD9tQ7g,"['Seafood', 'Restaurants', 'Italian']",Edinburgh,"233-235 Causewayside
Newington
Edinburgh EH9 1PH",23:00,17:00,23:00,17:00,23:00,17:00,,,23:00,17:00,23:00,17:00,23:00,17:00,55.93496510000001,-3.1790015,The New Bell,['Newington'],True,7,4.5,EDH,business
34566,34566,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,2.0,,,,,True,,uVk4Gq61Hj9Xy-lFVhaGuA,"[""Women's Clothing"", 'Used, Vintage & Consignment', 'Fashion', 'Shopping', 'Accessories']",Edinburgh,"336-340 Lawnmarket
Old Town
Edinburgh EH1 2PH",18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,55.94908149999999,-3.1938421000000004,Ness Scotland,"['Old Town', 'Royal Mile']",True,13,4.0,EDH,business
34567,34567,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1.0,,,,,,,-7OafamLNvCEnWXvfD_ldw,"['Food', 'Beer, Wine & Spirits', 'Grocery']",Edinburgh,"236 Gorgie Road
Edinburgh EH11 2PL",21:00,07:30,21:00,07:30,21:00,07:30,20:00,09:00,21:00,07:30,21:00,07:30,21:00,07:30,55.93764300000001,-3.2347287999999996,Scotmid Co-operative,[],True,4,4.5,EDH,business
34568,34568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59n9g2JDT7z4uGkbWyG-OQ,"['Food', 'Food Delivery Services', 'Indian', 'Fast Food', 'Restaurants']",Edinburgh,"53 Raeburn Place
Stockbridge
Edinburgh EH4 1HX",23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,55.9590914,-3.2123244,Sitara Spice,['Stockbridge'],True,3,4.5,EDH,business
34569,34569,True,,,beer_and_wine,False,False,False,False,False,False,False,False,False,casual,,,,,,,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,average,,,False,False,False,True,False,False,2.0,outdoor,True,True,True,,,94Ip7RLPpCZ7_RxDhoU8dA,"['Restaurants', 'Italian']",Edinburgh,"103-105 Causewayside
Newington
Edinburgh EH9 1QG",23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,55.9374728,-3.1807715,Sambuca Restaurant,['Newington'],True,11,4.0,EDH,business
